"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"733"	"O95395"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..6; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 27..438; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 7..26; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"734"	"Q6ZNI0"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}."	NA	"TOPO_DOM 1..8; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 26..430; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 9..25; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"744"	"P19440"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23682772, ECO:0000269|PubMed:8095045}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P07314}."	NA	"TOPO_DOM 1..4; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P07314; TOPO_DOM 27..569; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P07314"	"TRANSMEM 5..26; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000250|UniProtKB:P07314"
"746"	"Q9UJ14"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:P19440}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P07314}."	NA	"TOPO_DOM 1..106; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P07314; TOPO_DOM 128..662; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:P07314"	"TRANSMEM 107..127; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"755"	"Q6ZMI3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q80WL1, ECO:0000269|PubMed:27616481}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:Q80WL1}. Cell projection, axon {ECO:0000250|UniProtKB:Q80WL1}. Note=Detected at the nodes of Ranvier. Detected at immature heminodes. {ECO:0000250|UniProtKB:Q80WL1}.; SUBCELLULAR LOCATION: [Gliomedin shedded ectodomain]: Secreted {ECO:0000250|UniProtKB:Q80WL1}. Secreted, extracellular space, extracellular matrix {ECO:0000250|UniProtKB:Q80WL1}. Note=Proteolytic processing gives rise to a soluble extracellular domain that is secreted. The gliomedin shedded ectodomain localizes to the nodes of Ranvier. {ECO:0000250|UniProtKB:Q80WL1}."	NA	"TOPO_DOM 1..17; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 40..551; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 18..39; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"757"	"Q4G1C9"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 254..274; /note=Helical; /evidence=ECO:0000255"
"763"	"Q9H1C3"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..6; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 25..349; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 7..24; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"793"	"Q3KR37"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:30220461}; Single-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:30220461}; Single-pass membrane protein {ECO:0000255}. Note=In lipid-poor conditions localizes to the ER membrane and in response to excess cholesterol in the PM is recruited to the endoplasmic reticulum-plasma membrane contact sites (EPCS). {ECO:0000269|PubMed:30220461}."	NA	NA	"TRANSMEM 623..643; /note=Helical; /evidence=ECO:0000255"
"805"	"P25092"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23269669}; Single-pass type I membrane protein {ECO:0000269|PubMed:23269669}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:23269669}; Single-pass type I membrane protein {ECO:0000269|PubMed:23269669}. Note=The 145 kDa plasma membrane form of GUCY2C contains sialic acid and galactose residues, while a differencially glycosylated 130 Kda form is a high mannose form that is resident in the endoplasmic reticulum and may serve as the precursor for the cell surface form. {ECO:0000269|PubMed:23269669}."	NA	"TOPO_DOM 24..430; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 455..1073; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 431..454; /note=Helical; /evidence=ECO:0000255"
"808"	"Q4G148"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..6; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 30..440; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 7..29; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"815"	"Q96D42"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:29742433}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 21..295; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 317..364; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 296..316; /note=Helical; /evidence=ECO:0000255"
"817"	"Q9UBK5"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:10426994}; Single-pass type I membrane protein {ECO:0000269|PubMed:10426994}."	NA	"TOPO_DOM 19..48; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 70..93; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 49..69; /note=Helical; /evidence=ECO:0000255"
"823"	"Q9ULI3"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell junction {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 30..1248; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1270..1381; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1249..1269; /note=Helical; /evidence=ECO:0000255"
"825"	"Q14CZ8"	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15885354, ECO:0000269|PubMed:15917256}. Membrane; Single-pass type I membrane protein; Cytoplasmic side {ECO:0000269|PubMed:15885354, ECO:0000269|PubMed:15917256}. Note=In MCF-7 breast carcinoma and hepatic Hep 3B2.1-7 and Hep-G2 cell lines, localization of HEPACAM is cell density-dependent. In well spread cells, localized to punctate structures in the perinuclear membrane, cytoplasm, and at cell surface of protusions. In confluent cells, localized predominantly to the cytoplasmic membrane, particularly in areas of cell-cell contacts. Colocalizes with CDH1."	NA	"TOPO_DOM 34..240; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 262..416; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 241..261; /note=Helical; /evidence=ECO:0000255"
"826"	"A8MVW5"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:19358830, ECO:0000269|PubMed:22864114}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:19358830, ECO:0000269|PubMed:22864114}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:19358830, ECO:0000269|PubMed:22864114}. Midbody {ECO:0000269|PubMed:22864114}. Note=In interphase, localizes to the Golgi apparatus. Localizes to centrosomes and spindles during prophase, prometaphase, and metaphase of mitosis, and to midbodies at telophase. Translocation to mitotic centrosomes is the result of poly-ADP-ribosylation (PARsylation). {ECO:0000269|PubMed:19358830, ECO:0000269|PubMed:22864114}."	NA	"TOPO_DOM 373..462; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 352..372; /note=Helical; /evidence=ECO:0000255"
"834"	"P28067"	"SUBCELLULAR LOCATION: Late endosome membrane; Single-pass type I membrane protein. Lysosome membrane; Single-pass type I membrane protein. Note=Localizes to late endocytic compartment. Associates with lysosome membranes."	NA	"TOPO_DOM 27..233; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 255..261; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 234..254; /note=Helical; /evidence=ECO:0000255"
"835"	"P28068"	"SUBCELLULAR LOCATION: Late endosome membrane {ECO:0000269|PubMed:8757605}; Single-pass type I membrane protein {ECO:0000269|PubMed:8757605}. Lysosome membrane {ECO:0000269|PubMed:8757605}; Single-pass type I membrane protein {ECO:0000269|PubMed:8757605}. Note=Localizes to late endocytic compartment. Associates with lysosome membranes."	NA	"TOPO_DOM 19..218; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 240..263; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 219..239; /note=Helical; /evidence=ECO:0000255"
"836"	"P20036"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Endoplasmic reticulum membrane; Single-pass type I membrane protein. Golgi apparatus, trans-Golgi network membrane; Single-pass type I membrane protein. Endosome membrane; Single-pass type I membrane protein. Lysosome membrane; Single-pass type I membrane protein. Note=The MHC class II complex transits through a number of intracellular compartments in the endocytic pathway until it reaches the cell membrane for antigen presentation."	NA	"TOPO_DOM 29..222; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 246..260; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 223..245; /note=Helical; /evidence=ECO:0000255"
"837"	"P13747"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17179229, ECO:0000269|PubMed:9427624}; Single-pass type I membrane protein. Golgi apparatus membrane {ECO:0000269|PubMed:17179229}.; SUBCELLULAR LOCATION: [Soluble HLA class I histocompatibility antigen, alpha chain E]: Secreted {ECO:0000269|PubMed:17179229}."	NA	"TOPO_DOM 22..305; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 330..358; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 306..329; /note=Helical; /evidence=ECO:0000255"
"839"	"P30519"	"SUBCELLULAR LOCATION: Microsome membrane {ECO:0000305|PubMed:7890772}; Single-pass type IV membrane protein {ECO:0000255}; Cytoplasmic side {ECO:0000250|UniProtKB:P09601}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P09601}; Single-pass type IV membrane protein {ECO:0000255}; Cytoplasmic side {ECO:0000250|UniProtKB:P09601}."	NA	"TOPO_DOM 2..295; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:P09601"	"TRANSMEM 296..316; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"848"	"Q9Y662"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..32; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 54..390; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 33..53; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"867"	"P05362"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 28..480; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 504..532; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 481..503; /note=Helical; /evidence=ECO:0000255"
"874"	"Q8IVU1"	"SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}."	NA	NA	"TRANSMEM 641..661; /note=Helical; /evidence=ECO:0000255"
"875"	"P11717"	"SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:18817523}; Single-pass type I membrane protein {ECO:0000269|PubMed:2957598}. Endosome membrane {ECO:0000269|PubMed:18817523}; Single-pass type I membrane protein {ECO:0000269|PubMed:2957598}. Note=Mainly localized in the Golgi at steady state and not detectable in lysosome (PubMed:18817523). Colocalized with DPP4 in internalized cytoplasmic vesicles adjacent to the cell surface (PubMed:10900005). {ECO:0000269|PubMed:10900005, ECO:0000269|PubMed:18817523}."	NA	"TOPO_DOM 41..2304; /note=Lumenal; /evidence=ECO:0000269|PubMed:2957598; TOPO_DOM 2328..2491; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:2957598"	"TRANSMEM 2305..2327; /note=Helical; /evidence=ECO:0000255"
"881"	"Q969P0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass membrane protein."	NA	"TOPO_DOM 28..579; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 601..613; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 580..600; /note=Helical; /evidence=ECO:0000255"
"882"	"Q14627"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 27..343; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 364..380; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 344..363; /note=Helical; /evidence=ECO:0000255"
"883"	"Q9NRM6"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted."	NA	"TOPO_DOM 18..292; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 314..502; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 293..313; /note=Helical; /evidence=ECO:0000255"
"884"	"P14778"	"SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:8142597}; Single-pass type I membrane protein {ECO:0000269|PubMed:8142597}. Cell membrane {ECO:0000305|PubMed:8142597}. Secreted {ECO:0000269|PubMed:8142597}."	NA	"TOPO_DOM 18..336; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 357..569; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 337..356; /note=Helical; /evidence=ECO:0000255"
"885"	"Q9NPH3"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted."	NA	"TOPO_DOM 21..367; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 389..570; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 368..388; /note=Helical; /evidence=ECO:0000255"
"886"	"Q6UXL0"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..233; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 255..311; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 234..254; /note=Helical; /evidence=ECO:0000255"
"888"	"Q6UWB1"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 33..516; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 538..636; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 517..537; /note=Helical; /evidence=ECO:0000255"
"889"	"Q8NI17"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:11877449, ECO:0000305|PubMed:14504285}; Single-pass type I membrane protein {ECO:0000305|PubMed:11877449, ECO:0000305|PubMed:14504285}. Presynaptic cell membrane {ECO:0000250|UniProtKB:Q8K5B1}. Cell projection, axon {ECO:0000250|UniProtKB:Q8K5B1}."	NA	"TOPO_DOM 20..519; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 541..732; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 520..540; /note=Helical; /evidence=ECO:0000255"
"893"	"A1L0T0"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:28289220}; Single-pass membrane protein {ECO:0000255}."	NA	NA	"TRANSMEM 13..33; /note=Helical; /evidence=ECO:0000255"
"901"	"P06213"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P15208}; Single-pass type I membrane protein {ECO:0000305}. Late endosome {ECO:0000250|UniProtKB:P15208}. Lysosome {ECO:0000250|UniProtKB:P15208}. Note=Binding of insulin to INSR induces internalization and lysosomal degradation of the receptor, a means for down-regulating this signaling pathway after stimulation. In the presence of SORL1, internalized INSR molecules are redirected back to the cell surface, thereby preventing their lysosomal catabolism and strengthening insulin signal reception. {ECO:0000250|UniProtKB:P15208}."	NA	"TOPO_DOM 28..758; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 763..956; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 980..1382; /note=Cytoplasmic; /evidence=ECO:0000305"	"TRANSMEM 957..979; /note=Helical; /evidence=ECO:0000255"
"916"	"Q8TB96"	"SUBCELLULAR LOCATION: Secreted {ECO:0000305}. Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 567..587; /note=Helical; /evidence=ECO:0000255"
"917"	"Q13683"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 34..1082; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1104..1181; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1083..1103; /note=Helical; /evidence=ECO:0000255"
"918"	"Q13797"	"SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 30..981; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1003..1035; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 982..1002; /note=Helical; /evidence=ECO:0000255"
"919"	"P20702"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 20..1107; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1129..1163; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1108..1128; /note=Helical; /evidence=ECO:0000255"
"922"	"O43736"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 54..74; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"923"	"Q9Y287"	"SUBCELLULAR LOCATION: [Integral membrane protein 2B]: Golgi apparatus membrane {ECO:0000269|PubMed:14656991, ECO:0000269|PubMed:19114711}; Single-pass type II membrane protein {ECO:0000269|PubMed:10526337}. Note=Immature BRI2 (imBRI2) is cleaved by furin in the Golgi into mBRI2 and a Bri23 peptide. mBRI2 is transported to the plasma membrane and Bri23 peptide is secreted.; SUBCELLULAR LOCATION: [BRI2, membrane form]: Cell membrane {ECO:0000269|PubMed:18440095, ECO:0000269|PubMed:19748705, ECO:0000269|PubMed:21752865}; Single-pass type II membrane protein {ECO:0000269|PubMed:10526337}. Endosome membrane {ECO:0000269|PubMed:19748705}; Single-pass type II membrane protein {ECO:0000269|PubMed:10526337}. Note=Mature BRI2 (mBRI2) needs to be transported from the endoplasmic reticulum compartment to the cell membrane in order to be able to inhibit APP processing. {ECO:0000269|PubMed:19748705}.; SUBCELLULAR LOCATION: [Bri23 peptide]: Secreted {ECO:0000269|PubMed:10526337, ECO:0000269|PubMed:14656991, ECO:0000269|PubMed:18524908}. Note=Detected in the cerebral spinal fluid (CSF). {ECO:0000269|PubMed:18524908}.; SUBCELLULAR LOCATION: [BRI2C, soluble form]: Secreted {ECO:0000269|PubMed:17965014}."	NA	"TOPO_DOM 1..54; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 76..266; /note=Lumenal; /evidence=ECO:0000255"	"TRANSMEM 55..75; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"927"	"Q8IWB1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16990268}; Single-pass type I membrane protein. Nucleus outer membrane {ECO:0000250|UniProtKB:Q3TNL8}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 16..83; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 101..547; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 84..100; /note=Helical; /evidence=ECO:0000255"
"929"	"Q9Y219"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 27..1080; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1102..1238; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1081..1101; /note=Helical; /evidence=ECO:0000255"
"934"	"O76095"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Mitochondrion {ECO:0000250}. Cytoplasm. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cytoplasm, cytoskeleton, spindle. Note=Detected at the centrosome and along spindle fibers during prophase and metaphase. Detected at the midbody during telophase."	NA	"TOPO_DOM 31..105; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 127..146; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 106..126; /note=Helical; /evidence=ECO:0000255"
"959"	"P35968"	"SUBCELLULAR LOCATION: Cell junction {ECO:0000250}. Endoplasmic reticulum {ECO:0000269|PubMed:23529610}. Cell membrane {ECO:0000269|PubMed:25825981}. Note=Localized with RAP1A at cell-cell junctions (By similarity). Colocalizes with ERN1 and XBP1 in the endoplasmic reticulum in endothelial cells in a vascular endothelial growth factor (VEGF)-dependent manner (PubMed:23529610). {ECO:0000250, ECO:0000269|PubMed:23529610}.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein. Cytoplasm. Nucleus. Cytoplasmic vesicle. Early endosome. Note=Detected on caveolae-enriched lipid rafts at the cell surface. Is recycled from the plasma membrane to endosomes and back again. Phosphorylation triggered by VEGFA binding promotes internalization and subsequent degradation. VEGFA binding triggers internalization and translocation to the nucleus.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted."	NA	"TOPO_DOM 20..764; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 786..1356; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 765..785; /note=Helical; /evidence=ECO:0000255"
"961"	"Q5VV43"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18063668, ECO:0000269|PubMed:19419997}; Single-pass type I membrane protein {ECO:0000269|PubMed:18063668}. Early endosome membrane {ECO:0000269|PubMed:19419997}; Single-pass type I membrane protein {ECO:0000269|PubMed:18063668}. Note=Low-abundance isoforms lacking the transmembrane domain have been described; these are secreted. {ECO:0000269|PubMed:18063668}."	NA	"TOPO_DOM 21..955; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 977..1072; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 956..976; /note=Helical; /evidence=ECO:0000255"
"965"	"Q6ZVL6"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 1180..1200; /note=Helical; /evidence=ECO:0000255"
"972"	"P21583"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:26522471}. Cytoplasm, cytoskeleton {ECO:0000250}. Cell membrane {ECO:0000269|PubMed:26522471}; Single-pass type I membrane protein {ECO:0000250}. Cell projection, lamellipodium {ECO:0000269|PubMed:26522471}. Cell projection, filopodium {ECO:0000269|PubMed:26522471}.; SUBCELLULAR LOCATION: [Soluble KIT ligand]: Secreted."	NA	"TOPO_DOM 26..214; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 238..273; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 215..237; /note=Helical; /evidence=ECO:0000255"
"980"	"Q07444"	"SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein."	NA	"TOPO_DOM 1..70; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 94..240; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 71..93; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"981"	"Q96E93"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19604491}; Single-pass type II membrane protein {ECO:0000269|PubMed:19604491}."	NA	"TOPO_DOM 1..38; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 60..195; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 39..59; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000255"
"995"	"P13473"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:2912382}; Single-pass type I membrane protein {ECO:0000255|PROSITE-ProRule:PRU00740, ECO:0000269|PubMed:17897319}. Endosome membrane {ECO:0000269|PubMed:17897319}; Single-pass type I membrane protein {ECO:0000255|PROSITE-ProRule:PRU00740, ECO:0000269|PubMed:17897319}. Lysosome membrane {ECO:0000255|PROSITE-ProRule:PRU00740, ECO:0000269|PubMed:11082038, ECO:0000269|PubMed:17897319, ECO:0000269|PubMed:18644871, ECO:0000269|PubMed:2912382}; Single-pass type I membrane protein {ECO:0000255|PROSITE-ProRule:PRU00740, ECO:0000269|PubMed:17897319}. Cytoplasmic vesicle, autophagosome membrane {ECO:0000250|UniProtKB:P17047}. Note=This protein shuttles between lysosomes, endosomes, and the plasma membrane. {ECO:0000269|PubMed:17897319}."	NA	"TOPO_DOM 29..375; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 400..410; /note=Cytoplasmic; /evidence=ECO:0000255|PROSITE-ProRule:PRU00740"	"TRANSMEM 376..399; /note=Helical; /evidence=ECO:0000255|PROSITE-ProRule:PRU00740"
"996"	"Q9UQV4"	"SUBCELLULAR LOCATION: Cell surface {ECO:0000269|PubMed:27329040}. Lysosome membrane {ECO:0000269|PubMed:21930964, ECO:0000269|PubMed:9768752}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:9768752}; Single-pass type I membrane protein {ECO:0000255}. Early endosome membrane {ECO:0000269|PubMed:21810281}; Single-pass type I membrane protein {ECO:0000255}. Note=During dendritic cell maturation, detected on cytoplasmic vesicles (the MHC II compartment) that contain MHC II proteins, LAMP1, LAMP2 and LAMP3 (PubMed:9768752). Detected on lysosomes in mature dendritic cells (PubMed:9768752). {ECO:0000269|PubMed:9768752}."	NA	"TOPO_DOM 28..381; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 403..416; /note=Cytoplasmic; /evidence=ECO:0000255|PROSITE-ProRule:PRU00740"	"TRANSMEM 382..402; /note=Helical; /evidence=ECO:0000255|PROSITE-ProRule:PRU00740"
"1003"	"O15165"	"SUBCELLULAR LOCATION: Early endosome membrane {ECO:0000269|PubMed:24627487}; Single-pass membrane protein {ECO:0000269|PubMed:24627487}."	NA	"TOPO_DOM 1..64; /note=Lumenal; /evidence=ECO:0000255; TOPO_DOM 86..306; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 65..85; /note=Helical; /evidence=ECO:0000255"
