"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"1253"	"Q9NWQ8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}; Single-pass type III membrane protein {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}. Note=Present in lipid rafts."	NA	"TOPO_DOM 1..16; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 38..432; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 17..37; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"1263"	"Q6UWI2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18027867}; Single-pass type I membrane protein {ECO:0000269|PubMed:18027867}. Golgi apparatus membrane {ECO:0000269|PubMed:18027867}; Single-pass type I membrane protein {ECO:0000269|PubMed:18027867}. Endosome membrane {ECO:0000269|PubMed:18027867}; Single-pass type I membrane protein {ECO:0000269|PubMed:18027867}."	NA	"TOPO_DOM 21..258; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 280..310; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 259..279; /note=Helical; /evidence=ECO:0000255"
"1268"	"Q9P2E7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 19..715; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 737..1040; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 716..736; /note=Helical; /evidence=ECO:0000255"
"1269"	"O14917"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 18..707; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 729..1159; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 708..728; /note=Helical; /evidence=ECO:0000255"
"1270"	"Q8N6Y1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 61..890; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 912..951; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 891..911; /note=Helical; /evidence=ECO:0000255"
"1271"	"Q9Y5I1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..696; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 718..949; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 697..717; /note=Helical; /evidence=ECO:0000255"
"1272"	"Q9UN73"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 30..697; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 719..950; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 698..718; /note=Helical; /evidence=ECO:0000255"
"1273"	"Q9H158"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 19..683; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 705..963; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 684..704; /note=Helical; /evidence=ECO:0000255"
"1274"	"Q9Y5E9"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 27..686; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 712..798; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 687..711; /note=Helical; /evidence=ECO:0000255"
"1275"	"Q9NRJ7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..690; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 712..776; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 691..711; /note=Helical; /evidence=ECO:0000255"
"1276"	"Q9Y5E6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 27..690; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 712..796; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 691..711; /note=Helical; /evidence=ECO:0000255"
"1277"	"Q9Y5E4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..689; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 711..795; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 690..710; /note=Helical; /evidence=ECO:0000255"
"1278"	"Q9Y5H4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1279"	"Q9Y5H3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 33..696; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 718..936; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 697..717; /note=Helical; /evidence=ECO:0000255"
"1280"	"Q9Y5H2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..693; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 715..935; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 694..714; /note=Helical; /evidence=ECO:0000255"
"1281"	"O60330"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1282"	"Q9Y5H1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1283"	"Q9Y5H0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1284"	"Q9Y5G9"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 60..723; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 745..962; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 724..744; /note=Helical; /evidence=ECO:0000255"
"1285"	"Q9Y5G8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1286"	"Q9Y5G7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1287"	"Q9Y5G6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1288"	"Q9Y5G5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1289"	"Q9Y5G4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1290"	"Q9Y5G3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..687; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 709..927; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 688..708; /note=Helical; /evidence=ECO:0000255"
"1291"	"Q9Y5G2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..691; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 713..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 692..712; /note=Helical; /evidence=ECO:0000255"
"1292"	"Q9Y5G1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..691; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 713..929; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 692..712; /note=Helical; /evidence=ECO:0000255"
"1293"	"Q9UN71"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..689; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 711..923; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 690..710; /note=Helical; /evidence=ECO:0000255"
"1294"	"Q9Y5G0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..687; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 709..923; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 688..708; /note=Helical; /evidence=ECO:0000255"
"1295"	"Q9Y5F9"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..691; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 713..930; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 692..712; /note=Helical; /evidence=ECO:0000255"
"1296"	"Q9Y5F8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..691; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 713..929; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 692..712; /note=Helical; /evidence=ECO:0000255"
"1297"	"Q9Y5F7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..938; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"1298"	"Q9Y5F6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..693; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 715..944; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 694..714; /note=Helical; /evidence=ECO:0000255"
"1310"	"P09619"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cytoplasmic vesicle. Lysosome lumen. Note=After ligand binding, the autophosphorylated receptor is ubiquitinated and internalized, leading to its degradation."	NA	"TOPO_DOM 33..532; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 554..1106; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 533..553; /note=Helical; /evidence=ECO:0000255"
"1373"	"P51805"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 20..1220; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1242..1871; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1221..1241; /note=Helical; /evidence=ECO:0000255"
"1376"	"O00592"	"SUBCELLULAR LOCATION: Apical cell membrane. Cell projection, lamellipodium. Cell projection, filopodium. Cell projection, ruffle. Cell projection, microvillus {ECO:0000250}. Membrane raft {ECO:0000250}. Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=In single attached epithelial cells is restricted to a preapical pole on the free plasma membrane whereas other apical and basolateral proteins are not yet polarized. Colocalizes with NHERF2 at the apical plasma membrane during epithelial polarization. Colocalizes with NHERF1 at the trans-Golgi network (transiently) and at the apical plasma membrane. Its association with the membrane raft is transient. Colocalizes with actin filaments, EZR and NHERF1 in a punctate pattern at the apical cell surface where microvilli form. Colocalizes with EZR and NHERF2 at the apical cell membrane of glomerular epithelium cells (By similarity). Forms granular, punctuated pattern, forming patches, preferentially adopting a polar distribution, located on the migrating poles of the cell or forming clusters along the terminal ends of filipodia establishing contact with the endothelial cells. Colocalizes with the submembrane actin of lamellipodia, particularly associated with ruffles. Colocalizes with vinculin at protrusions of cells. Colocalizes with ITGB1. Colocalizes with PARD3, PRKCI, EXOC5, OCLN, RAB11A and RAB8A in apical membrane initiation sites (AMIS) during the generation of apical surface and luminogenesis (By similarity). {ECO:0000250}."	NA	"TOPO_DOM 23..461; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 483..558; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 462..482; /note=Helical; /evidence=ECO:0000255"
"1377"	"Q9NZ53"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 33..500; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 522..605; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 501..521; /note=Helical; /evidence=ECO:0000255"
"1422"	"O14668"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 21..83; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 107..218; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 84..106; /note=Helical; /evidence=ECO:0000255"
"1427"	"Q2VWP7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}."	NA	"TOPO_DOM 36..949; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 971..1150; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 950..970; /note=Helical; /evidence=ECO:0000255"
"1442"	"P18433"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}. Cell junction, focal adhesion {ECO:0000250|UniProtKB:P18052}. Note=Localizes to focal adhesion sites following integrin engagement. {ECO:0000250|UniProtKB:P18052}."	NA	"TOPO_DOM 20..151; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 175..802; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 152..174; /note=Helical; /evidence=ECO:0000255"
"1443"	"P23467"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 23..1621; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1643..1997; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1622..1642; /note=Helical; /evidence=ECO:0000255"
"1444"	"P08575"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12676959, ECO:0000269|PubMed:22174689}; Single-pass type I membrane protein {ECO:0000255}. Membrane raft {ECO:0000269|PubMed:12676959}. Note=Colocalized with DPP4 in membrane rafts. {ECO:0000269|PubMed:12676959}."	NA	"TOPO_DOM 26..577; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 599..1306; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 578..598; /note=Helical; /evidence=ECO:0000255"
"1445"	"P23468"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 21..1265; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1291..1912; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1266..1290; /note=Helical; /evidence=ECO:0000255"
"1446"	"Q15262"	"SUBCELLULAR LOCATION: Cell junction, adherens junction. Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 27..752; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 775..1439; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 753..774; /note=Helical; /evidence=ECO:0000255"
"1447"	"Q92932"	"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000250|UniProtKB:P80560}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P80560}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:P80560}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P80560}. Note=Predominantly found on dense-core secretory granules. Sorting to secretory granules in part is dependent of the N-terminal propeptide domain of the precursor and its interaction with CPE (By similarity). Transiently found at the cell membrane, when secretory vesicles fuse with the cell membrane to release their cargo. Is then endocytosed and recycled to secretory vesicles involving clathrin-dependent AP2-mediated endocytosis. Recycled via STX6- but not TTTGN1/TGN38-containing compartments (By similarity). {ECO:0000250|UniProtKB:P80560, ECO:0000250|UniProtKB:Q63475}.; SUBCELLULAR LOCATION: [IA-2beta60]: Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000305}."	NA	"TOPO_DOM 22..615; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 637..1015; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 616..636; /note=Helical; /evidence=ECO:0000255"
"1448"	"P23471"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein. Secreted {ECO:0000250}. Note=A secreted form is apparently generated by shedding of the extracellular domain. {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 25..1636; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1663..2315; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1637..1662; /note=Helical; /evidence=ECO:0000255"
"1450"	"P15151"	"SUBCELLULAR LOCATION: [Isoform Alpha]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform Delta]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform Beta]: Secreted.; SUBCELLULAR LOCATION: [Isoform Gamma]: Secreted."	NA	"TOPO_DOM 21..343; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 368..417; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 344..367; /note=Helical; /evidence=ECO:0000255"
"1492"	"O60895"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 43..145; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 167..175; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 146..166; /note=Helical; /evidence=ECO:0000255"
"1556"	"Q96MS0"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250|UniProtKB:Q9Z2I4}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 21..891; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 913..1386; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 892..912; /note=Helical; /evidence=ECO:0000255"
"1557"	"P08922"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 28..1859; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1883..2347; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1860..1882; /note=Helical; /evidence=ECO:0000255"
"1621"	"Q14242"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 18..320; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 342..412; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 321..341; /note=Helical; /evidence=ECO:0000255"
"1625"	"Q9NPR2"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 44..717; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 739..837; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 718..738; /note=Helical; /evidence=ECO:0000255"
"1626"	"Q9NTN9"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 18..675; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 697..838; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 676..696; /note=Helical; /evidence=ECO:0000255"
"1637"	"Q9BYH1"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..958; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 980..1024; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 959..979; /note=Helical; /evidence=ECO:0000255"
"1639"	"O43556"	"SUBCELLULAR LOCATION: Cell membrane, sarcolemma {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Cell projection, dendrite {ECO:0000250}. Golgi apparatus {ECO:0000250}."	NA	"TOPO_DOM 1..317; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 339..437; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 318..338; /note=Helical; /evidence=ECO:0000255"
"1644"	"Q6UWI4"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 34..110; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 132..295; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 111..131; /note=Helical; /evidence=ECO:0000255"
"1645"	"B4DS77"	"SUBCELLULAR LOCATION: Cell projection, dendritic spine membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Synapse {ECO:0000250}."	NA	"TOPO_DOM 24..149; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 171..424; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 150..170; /note=Helical; /evidence=ECO:0000255"
"1646"	"Q3SXP7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 26..97; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 119..199; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 98..118; /note=Helical; /evidence=ECO:0000255"
"1653"	"Q08ET2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17012248}; Single-pass type I membrane protein {ECO:0000269|PubMed:17012248}."	NA	"TOPO_DOM 17..358; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 382..396; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 359..381; /note=Helical; /evidence=ECO:0000255"
"1654"	"Q9Y286"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 19..353; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 377..467; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 354..376; /note=Helical; /evidence=ECO:0000255"
"1662"	"Q9NQ25"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 23..226; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 248..335; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 227..247; /note=Helical; /evidence=ECO:0000255"
"1702"	"Q86UW2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12719432, ECO:0000269|PubMed:16317684}; Single-pass membrane protein {ECO:0000269|PubMed:12719432, ECO:0000269|PubMed:16317684}. Note=Mainly restricted to the lateral and basal membranes of ileal enterocytes."	NA	"TOPO_DOM 1..35; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 57..128; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 36..56; /note=Helical; /evidence=ECO:0000255"
"1721"	"O94991"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 41..664; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 686..958; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 665..685; /note=Helical; /evidence=ECO:0000255"
"1751"	"Q96PQ0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22155786, ECO:0000269|PubMed:24908487}; Single-pass type I membrane protein {ECO:0000269|PubMed:24908487}. Cell projection {ECO:0000250|UniProtKB:Q9EPR5}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:24908487}; Single-pass type I membrane protein {ECO:0000269|PubMed:24908487}. Early endosome membrane {ECO:0000250|UniProtKB:Q9EPR5}. Recycling endosome membrane {ECO:0000250|UniProtKB:Q9EPR5}. Synapse, synaptosome {ECO:0000250|UniProtKB:Q9EPR5}. Perikaryon {ECO:0000269|PubMed:28469074}. Cell projection, dendrite {ECO:0000269|PubMed:28469074}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:Q9EPR5}. Postsynaptic density membrane {ECO:0000250|UniProtKB:Q9EPR5}."	NA	"TOPO_DOM 51..1078; /note=Extracellular; /evidence=ECO:0000305; TOPO_DOM 1100..1159; /note=Cytoplasmic; /evidence=ECO:0000305"	"TRANSMEM 1079..1099; /note=Helical; /evidence=ECO:0000255"
"1821"	"Q5VX71"	"SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305|PubMed:23482636}."	NA	"TOPO_DOM 42..319; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 341..490; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 320..340; /note=Helical; /evidence=ECO:0000255"
