"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"481"	"Q9HBG7"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein. Cell membrane {ECO:0000305}."	NA	"TOPO_DOM 48..454; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 477..655; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 455..476; /note=Helical; /evidence=ECO:0000255"
"501"	"P08581"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted."	NA	"TOPO_DOM 25..932; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 956..1390; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 933..955; /note=Helical; /evidence=ECO:0000255"
"502"	"O75121"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:24735981}; Single-pass type I membrane protein {ECO:0000305}. Nucleus {ECO:0000269|PubMed:24735981}. Cytoplasm {ECO:0000269|PubMed:24735981}. Note=Mainly localized in the nucleus (PubMed:24735981). {ECO:0000269|PubMed:24735981}."	NA	"TOPO_DOM 29..149; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 173..409; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 150..172; /note=Helical; /evidence=ECO:0000255"
"506"	"Q29980"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q29983}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q29983}. Note=Binding to human cytomegalovirus glycoprotein UL16 causes sequestration in the endoplasmic reticulum. {ECO:0000250|UniProtKB:Q29983, ECO:0000269|PubMed:12782710}."	NA	"TOPO_DOM 23..309; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 331..383; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 310..330; /note=Helical; /evidence=ECO:0000255"
"512"	"P51511"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}; Extracellular side {ECO:0000305}."	NA	"TOPO_DOM 132..625; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 647..669; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 626..646; /note=Helical; /evidence=ECO:0000255"
"513"	"Q9Y5R2"	"SUBCELLULAR LOCATION: [Matrix metalloproteinase-24]: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=Recycled back to the plasma membrane through the trans-Golgi network via interaction with APBA3. {ECO:0000250}.; SUBCELLULAR LOCATION: [Processed matrix metalloproteinase-24]: Secreted, extracellular space, extracellular matrix {ECO:0000250}. Note=Also shed from cell surface as soluble proteinase, by a proteolytic cleavage. {ECO:0000250}."	NA	"TOPO_DOM 53..602; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 624..645; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 603..623; /note=Helical; /evidence=ECO:0000255"
"516"	"O60487"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 27..154; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 176..215; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 155..175; /note=Helical; /evidence=ECO:0000255"
"522"	"P15941"	"SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:11118479, ECO:0000269|PubMed:12832415, ECO:0000269|PubMed:12939402, ECO:0000269|PubMed:15471854, ECO:0000269|PubMed:15972891, ECO:0000269|PubMed:16507569, ECO:0000269|PubMed:17524503, ECO:0000269|PubMed:17545600}; Single-pass type I membrane protein {ECO:0000269|PubMed:11118479, ECO:0000269|PubMed:12832415, ECO:0000269|PubMed:12939402, ECO:0000269|PubMed:15471854, ECO:0000269|PubMed:15972891, ECO:0000269|PubMed:16507569, ECO:0000269|PubMed:17524503, ECO:0000269|PubMed:17545600}. Note=Exclusively located in the apical domain of the plasma membrane of highly polarized epithelial cells. After endocytosis, internalized and recycled to the cell membrane. Located to microvilli and to the tips of long filopodial protusions.; SUBCELLULAR LOCATION: [Isoform 5]: Secreted.; SUBCELLULAR LOCATION: [Isoform Y]: Secreted.; SUBCELLULAR LOCATION: [Isoform 9]: Secreted.; SUBCELLULAR LOCATION: [Mucin-1 subunit beta]: Cell membrane. Cytoplasm. Nucleus. Note=On EGF and PDGFRB stimulation, transported to the nucleus through interaction with CTNNB1, a process which is stimulated by phosphorylation. On HRG stimulation, colocalizes with JUP/gamma-catenin at the nucleus."	NA	"TOPO_DOM 24..1158; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1182..1255; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1159..1181; /note=Helical; /evidence=ECO:0000255"
"533"	"P13591"	"SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane; Lipid-anchor, GPI-anchor.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane {ECO:0000305}; Lipid-anchor, GPI-anchor {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 5]: Secreted.; SUBCELLULAR LOCATION: [Isoform 6]: Secreted {ECO:0000305}."	NA	"TOPO_DOM 20..718; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 740..858; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 719..739; /note=Helical; /evidence=ECO:0000255"
"534"	"O15394"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 20..697; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 719..837; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 698..718; /note=Helical; /evidence=ECO:0000255"
"538"	"Q9NQS3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26038560}; Single-pass membrane protein {ECO:0000255}. Postsynaptic cell membrane {ECO:0000250}."	NA	"TOPO_DOM 58..404; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 426..549; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 405..425; /note=Helical; /evidence=ECO:0000255"
"539"	"Q96NY8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell junction, adherens junction {ECO:0000269|PubMed:11544254}. Note=Colocalizes with AFDN at cadherin-based adherens junctions (PubMed:11544254).; SUBCELLULAR LOCATION: [Processed poliovirus receptor-related protein 4]: Secreted {ECO:0000269|PubMed:15784625}. Note=The secreted form is found in breast tumor patients (PubMed:15784625)."	NA	"TOPO_DOM 32..349; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 371..510; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 350..370; /note=Helical; /evidence=ECO:0000255"
"542"	"Q8NET5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=Partially recruited to lipid rafts upon BCR stimulation. {ECO:0000250}."	NA	"TOPO_DOM 43..163; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 185..270; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 164..184; /note=Helical; /evidence=ECO:0000255"
"545"	"P08138"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:3022937}; Single-pass type I membrane protein {ECO:0000305}. Perikaryon {ECO:0000250|UniProtKB:Q9Z0W1}. Cell projection, growth cone {ECO:0000250|UniProtKB:Q9Z0W1}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:Q9Z0W1}."	NA	"TOPO_DOM 29..250; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 273..427; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 251..272; /note=Helical; /evidence=ECO:0000255"
"551"	"Q8N2Q7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28841651}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q62765}. Postsynaptic density {ECO:0000250|UniProtKB:Q62765}. Synaptic cleft {ECO:0000250|UniProtKB:Q62765}. Synaptic cell membrane {ECO:0000250|UniProtKB:Q62765}. Note=Enriched in synaptic plasma membranes and clustered in synaptic clefts and postsynaptic densities. Colocalized with DLG4/PSD-95 and GRIN1/NMDAR1. {ECO:0000250|UniProtKB:Q62765}."	NA	"TOPO_DOM 46..717; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 739..863; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 718..738; /note=Helical; /evidence=ECO:0000255"
"552"	"Q9NZ94"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Synapse {ECO:0000250}. Note=Detected at both glutamatergic and GABAergic synapses. {ECO:0000250}."	NA	"TOPO_DOM 38..709; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 731..848; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 710..730; /note=Helical; /evidence=ECO:0000255"
"555"	"P16066"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 33..473; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 495..1061; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 474..494; /note=Helical; /evidence=ECO:0000255"
"557"	"Q92823"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q810U4}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q810U4}. Cell projection, axon {ECO:0000250|UniProtKB:Q810U4}. Secreted {ECO:0000250|UniProtKB:Q810U4}. Note=Detected at nodes of Ranvier. {ECO:0000250|UniProtKB:Q810U4}."	NA	"TOPO_DOM 25..1167; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1191..1304; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1168..1190; /note=Helical; /evidence=ECO:0000255"
"561"	"Q16620"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15494731}; Single-pass type I membrane protein {ECO:0000305}. Endosome membrane {ECO:0000250|UniProtKB:P15209}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P15209}. Early endosome membrane {ECO:0000250|UniProtKB:P15209}. Cell projection, axon {ECO:0000250|UniProtKB:Q63604}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q63604}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q63604}. Postsynaptic density {ECO:0000250|UniProtKB:P15209}. Note=Internalized to endosomes upon ligand-binding. {ECO:0000250|UniProtKB:P15209}."	NA	"TOPO_DOM 32..430; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 455..822; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 431..454; /note=Helical; /evidence=ECO:0000255"
"575"	"Q9NWQ8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}; Single-pass type III membrane protein {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}. Note=Present in lipid rafts."	NA	"TOPO_DOM 1..16; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 38..432; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 17..37; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"589"	"Q08174"	"SUBCELLULAR LOCATION: Cell junction. Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=Found at cell-cell boundaries and probably at cell-matrix boundaries."	NA	"TOPO_DOM 58..852; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 874..1060; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 853..873; /note=Helical; /evidence=ECO:0000255"
"590"	"O14917"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 18..707; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 729..1159; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 708..728; /note=Helical; /evidence=ECO:0000255"
"591"	"O60245"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 29..879; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 901..1069; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 880..900; /note=Helical; /evidence=ECO:0000255"
"592"	"Q9Y5F1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 27..690; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 712..795; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 691..711; /note=Helical; /evidence=ECO:0000255"
"593"	"Q9NRJ7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..690; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 712..776; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 691..711; /note=Helical; /evidence=ECO:0000255"
"594"	"Q9Y5E5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 28..689; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 711..795; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 690..710; /note=Helical; /evidence=ECO:0000255"
"595"	"Q9Y5E4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..689; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 711..795; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 690..710; /note=Helical; /evidence=ECO:0000255"
"596"	"Q9Y5H3"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 33..696; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 718..936; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 697..717; /note=Helical; /evidence=ECO:0000255"
"597"	"O60330"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"598"	"Q9Y5H1"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"599"	"Q9Y5H0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"600"	"Q9Y5G9"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 60..723; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 745..962; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 724..744; /note=Helical; /evidence=ECO:0000255"
"601"	"Q9Y5G8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"602"	"Q9Y5G7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 30..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"603"	"Q9Y5G6"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"604"	"Q9Y5G4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 29..692; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 714..932; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 693..713; /note=Helical; /evidence=ECO:0000255"
"605"	"Q9Y5G2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..691; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 713..931; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 692..712; /note=Helical; /evidence=ECO:0000255"
"606"	"Q9UN71"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..689; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 711..923; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 690..710; /note=Helical; /evidence=ECO:0000255"
"607"	"Q9Y5G0"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..687; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 709..923; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 688..708; /note=Helical; /evidence=ECO:0000255"
"608"	"Q9Y5F9"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..691; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 713..930; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 692..712; /note=Helical; /evidence=ECO:0000255"
"609"	"Q9Y5F8"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 31..691; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 713..929; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 692..712; /note=Helical; /evidence=ECO:0000255"
"610"	"Q9UN70"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}."	NA	"TOPO_DOM 32..693; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 715..934; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 694..714; /note=Helical; /evidence=ECO:0000255"
"617"	"Q86YL7"	"SUBCELLULAR LOCATION: [Podoplanin]: Membrane {ECO:0000269|PubMed:17046996, ECO:0000269|PubMed:20962267, ECO:0000305|PubMed:18215137}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q62011}. Cell projection, lamellipodium membrane {ECO:0000269|PubMed:17046996, ECO:0000269|PubMed:20962267}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q62011}. Cell projection, filopodium membrane {ECO:0000269|PubMed:17046996}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q62011}. Cell projection, microvillus membrane {ECO:0000269|PubMed:17046996}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q62011}. Cell projection, ruffle membrane {ECO:0000269|PubMed:17046996}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q62011}. Membrane raft {ECO:0000269|PubMed:21376833}. Apical cell membrane {ECO:0000269|PubMed:20962267}. Basolateral cell membrane {ECO:0000269|PubMed:14978162}. Cell projection, invadopodium {ECO:0000269|PubMed:25486435}. Note=Localized to actin-rich microvilli and plasma membrane projections such as filopodia, lamellipodia and ruffles (By similarity). Association to the lipid rafts is required for PDPN-induced epithelial to mesenchymal transition (EMT) (PubMed:21376833). Colocalizes with CD9 in tetraspanin microdomains (PubMed:18541721). Localized at invadopodium adhesion rings in tumor cell. Association to the lipid rafts is essential for PDPN recruitment to invadopodia and ECM degradation (PubMed:25486435). {ECO:0000250|UniProtKB:Q62011, ECO:0000269|PubMed:18541721, ECO:0000269|PubMed:21376833, ECO:0000269|PubMed:25486435}.; SUBCELLULAR LOCATION: [29kDa cytosolic podoplanin intracellular domain]: Cytoplasm, cytosol {ECO:0000269|PubMed:24275092}."	NA	"TOPO_DOM 23..131; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 153..162; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 132..152; /note=Helical; /evidence=ECO:0000255"
"619"	"Q5VY43"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Note=Detected on the cell surface in resting platelets. {ECO:0000269|PubMed:15851471}."	NA	"TOPO_DOM 21..755; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 777..1037; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 756..776; /note=Helical; /evidence=ECO:0000255"
"647"	"Q9HCM2"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 24..1237; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1259..1894; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1238..1258; /note=Helical; /evidence=ECO:0000255"
"649"	"O00592"	"SUBCELLULAR LOCATION: Apical cell membrane. Cell projection, lamellipodium. Cell projection, filopodium. Cell projection, ruffle. Cell projection, microvillus {ECO:0000250}. Membrane raft {ECO:0000250}. Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=In single attached epithelial cells is restricted to a preapical pole on the free plasma membrane whereas other apical and basolateral proteins are not yet polarized. Colocalizes with NHERF2 at the apical plasma membrane during epithelial polarization. Colocalizes with NHERF1 at the trans-Golgi network (transiently) and at the apical plasma membrane. Its association with the membrane raft is transient. Colocalizes with actin filaments, EZR and NHERF1 in a punctate pattern at the apical cell surface where microvilli form. Colocalizes with EZR and NHERF2 at the apical cell membrane of glomerular epithelium cells (By similarity). Forms granular, punctuated pattern, forming patches, preferentially adopting a polar distribution, located on the migrating poles of the cell or forming clusters along the terminal ends of filipodia establishing contact with the endothelial cells. Colocalizes with the submembrane actin of lamellipodia, particularly associated with ruffles. Colocalizes with vinculin at protrusions of cells. Colocalizes with ITGB1. Colocalizes with PARD3, PRKCI, EXOC5, OCLN, RAB11A and RAB8A in apical membrane initiation sites (AMIS) during the generation of apical surface and luminogenesis (By similarity). {ECO:0000250}."	NA	"TOPO_DOM 23..461; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 483..558; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 462..482; /note=Helical; /evidence=ECO:0000255"
"655"	"Q86XR5"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Cell junction {ECO:0000250}. Synapse {ECO:0000250}. Note=In the brain, PRIMA linked to ACHE is found in membrane rafts. {ECO:0000250}."	NA	"TOPO_DOM 36..92; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 114..153; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 93..113; /note=Helical; /evidence=ECO:0000255"
"663"	"Q8TB68"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21460222}; Single-pass type III membrane protein {ECO:0000305}. Postsynaptic cell membrane {ECO:0000250|UniProtKB:P0C6T3}; Single-pass type III membrane protein {ECO:0000305}. Postsynaptic density membrane {ECO:0000250|UniProtKB:P0C6T3}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:21460222}. Synapse {ECO:0000269|PubMed:27458189}. Cell projection, dendrite {ECO:0000269|PubMed:27458189}. Nucleus {ECO:0000269|PubMed:27458189}. Note=Enriched in postsynaptic plasma membrane and postsynaptic densities (PSD). Accumulates in spines along with synapse maturation and colocalizes with DLG4 in a punctate pattern. Translocates from synapses to nuclei following NMDA receptor activity (By similarity). {ECO:0000250|UniProtKB:P0C6T3}."	NA	"TOPO_DOM 1..9; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 31..274; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 10..30; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"665"	"O14668"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 21..83; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 107..218; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 84..106; /note=Helical; /evidence=ECO:0000255"
"669"	"Q2VWP7"	"SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}."	NA	"TOPO_DOM 36..949; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 971..1150; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 950..970; /note=Helical; /evidence=ECO:0000255"
"679"	"P23467"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 23..1621; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 1643..1997; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 1622..1642; /note=Helical; /evidence=ECO:0000255"
"681"	"P23470"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 20..736; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 763..1445; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 737..762; /note=Helical; /evidence=ECO:0000255"
"682"	"Q15262"	"SUBCELLULAR LOCATION: Cell junction, adherens junction. Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 27..752; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 775..1439; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 753..774; /note=Helical; /evidence=ECO:0000255"
