"X"	"Subcellular.location..CC."	"Intramembrane"	"Topological.domain"	"Transmembrane"
"692"	"P34741"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 19..144; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 170..201; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 145..169; /note=Helical; /evidence=ECO:0000255"
"693"	"P31431"	"SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000255}; Single-pass type I membrane protein {ECO:0000255}. Secreted {ECO:0000269|PubMed:9169435}. Note=Shedding of the ectodomain produces a soluble form. {ECO:0000269|PubMed:9169435}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted."	NA	"TOPO_DOM 19..145; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 171..198; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 146..170; /note=Helical; /evidence=ECO:0000255"
"696"	"Q9NPR2"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 44..717; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 739..837; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 718..738; /note=Helical; /evidence=ECO:0000255"
"697"	"Q9H3T2"	"SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 25..604; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 626..930; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 605..625; /note=Helical; /evidence=ECO:0000255"
"716"	"Q6PCB7"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q60714}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q60714}. Endomembrane system {ECO:0000250|UniProtKB:Q60714}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q60714}. Cytoplasm {ECO:0000250|UniProtKB:Q60714}. Note=Plasma membrane and intracellular membranes, at least in adipocytes. In adipocytes, but not myocytes, insulin via the mTORC1 signaling pathway induces a rapid translocation of SLC27A1 from intracellular compartments to the plasma membrane, paralleled by increased LCFA uptake. Insulin-dependent translocation from the cytoplasm to the cell membrane is regulated by EPRS1. Predominantly cytoplasmic in myocytes. {ECO:0000250|UniProtKB:Q60714}."	NA	"TOPO_DOM 1..13; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:Q60714; TOPO_DOM 35..646; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:Q60714"	"TRANSMEM 14..34; /note=Helical; /evidence=ECO:0000255"
"727"	"P08195"	"SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:11742812}. Cell membrane {ECO:0000269|PubMed:11311135, ECO:0000269|PubMed:11389679, ECO:0000269|PubMed:11557028, ECO:0000269|PubMed:11564694, ECO:0000269|PubMed:12225859, ECO:0000269|PubMed:15769744, ECO:0000269|PubMed:16496379, ECO:0000269|PubMed:25998567, ECO:0000269|PubMed:3476959, ECO:0000269|PubMed:3480538, ECO:0000269|PubMed:9829974}; Single-pass type II membrane protein {ECO:0000269|PubMed:30867591}. Cell junction {ECO:0000250|UniProtKB:P10852}. Lysosome membrane {ECO:0000269|PubMed:25998567}. Melanosome {ECO:0000269|PubMed:17081065}. Basolateral cell membrane {ECO:0000250|UniProtKB:P10852}. Note=Localized at the plasma membrane when associated with SLC7A5/LAT1 or SLC7A8/LAT2 (PubMed:9751058, PubMed:11311135). Localized to the apical membrane of placental syncytiotrophoblastic cells (PubMed:11742812). Recruited to lysosomes by LAPTM4B (PubMed:25998567). Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065). Located selectively at cell-cell adhesion sites (By similarity). Colocalized with SLC7A8/LAT2 at the basolateral membrane of kidney proximal tubules and small intestine epithelia. Expressed in both luminal and abluminal membranes of brain capillary endothelial cells (By similarity). {ECO:0000250|UniProtKB:P10852, ECO:0000269|PubMed:11311135, ECO:0000269|PubMed:11742812, ECO:0000269|PubMed:17081065, ECO:0000269|PubMed:25998567, ECO:0000269|PubMed:9751058}."	NA	"TOPO_DOM 102..184; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:30867591; TOPO_DOM 206..630; /note=Extracellular; /evidence=ECO:0000269|PubMed:30867591"	"TRANSMEM 185..205; /note=Helical; Signal-anchor for type II membrane protein; /evidence=ECO:0000269|PubMed:30867591"
"742"	"Q0VAQ4"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:15021913}; Single-pass type III membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:15986429}; Single-pass type III membrane protein {ECO:0000255}. Note=Predominantly on lateral parts of the membrane, at cell-cell epithelial junctions (PubMed:15021913). Detected on cytoplasmic membranes in undifferentiated tumors (PubMed:15986429). {ECO:0000269|PubMed:15021913, ECO:0000269|PubMed:15986429}."	NA	"TOPO_DOM 1..36; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 58..97; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 37..57; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"756"	"Q99523"	"SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:16787399, ECO:0000269|PubMed:18817523}; Single-pass type I membrane protein {ECO:0000305}. Endosome membrane {ECO:0000269|PubMed:18817523}; Single-pass type I membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Nucleus membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell membrane; Single-pass type I membrane protein; Extracellular side. Lysosome membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=Localized to membranes of the endoplasmic reticulum, endosomes, Golgi stack, lysosomes and nucleus. A small fraction of the protein is also localized to the plasma membrane. May also be found in SLC2A4/GLUT4 storage vesicles (GSVs) in adipocytes. Localization to the plasma membrane in adipocytes may be enhanced by insulin."	NA	"TOPO_DOM 78..755; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 779..831; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 756..778; /note=Helical; /evidence=ECO:0000255"
"765"	"Q9Y5M8"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O13950}; Single-pass membrane protein {ECO:0000255}."	NA	NA	"TRANSMEM 37..57; /note=Helical; /evidence=ECO:0000255"
"778"	"Q9P2W9"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305|PubMed:15029241}; Single-pass type IV membrane protein {ECO:0000305|PubMed:15029241}. Golgi apparatus membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}."	NA	"TOPO_DOM 1..309; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 331..335; /note=Vesicular; /evidence=ECO:0000255"	"TRANSMEM 310..330; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"779"	"Q12846"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q08850}; Single-pass type IV membrane protein {ECO:0000305}. Cell projection, neuron projection {ECO:0000250|UniProtKB:Q08850}. Note=Localizes to neurite tips in neuronal cells. {ECO:0000250|UniProtKB:Q08850}."	NA	"TOPO_DOM 1..275; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 297; /note=Extracellular; /evidence=ECO:0000255"	"TRANSMEM 276..296; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"794"	"Q66K14"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 668..688; /note=Helical; /evidence=ECO:0000255"
"802"	"P36897"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21791611, ECO:0000269|PubMed:25893292, ECO:0000269|PubMed:9472030}; Single-pass type I membrane protein {ECO:0000269|PubMed:9472030}. Cell junction, tight junction {ECO:0000269|PubMed:15761148}. Cell surface {ECO:0000269|PubMed:25893292}. Membrane raft {ECO:0000269|PubMed:25893292}."	NA	"TOPO_DOM 34..126; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 148..503; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 127..147; /note=Helical; /evidence=ECO:0000255"
"803"	"P37173"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1310899, ECO:0000269|PubMed:25893292}; Single-pass type I membrane protein {ECO:0000269|PubMed:1310899}. Membrane raft {ECO:0000269|PubMed:25893292}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000269|PubMed:34568316}."	NA	"TOPO_DOM 23..166; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 188..567; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 167..187; /note=Helical; /evidence=ECO:0000255"
"808"	"O00206"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11274165, ECO:0000269|PubMed:17098818, ECO:0000269|PubMed:20037584, ECO:0000269|PubMed:21393102, ECO:0000269|PubMed:27022195, ECO:0000269|PubMed:9237759}; Single-pass type I membrane protein {ECO:0000269|PubMed:11274165}. Early endosome {ECO:0000269|PubMed:27022195}. Cell projection, ruffle {ECO:0000250|UniProtKB:Q9QUK6}. Note=Upon complex formation with CD36 and TLR6, internalized through dynamin-dependent endocytosis (PubMed:20037584). Colocalizes with RFTN1 at cell membrane and then together with RFTN1 moves to endosomes, upon lipopolysaccharide stimulation. {ECO:0000269|PubMed:20037584}."	NA	"TOPO_DOM 24..631; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 653..839; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 632..652; /note=Helical; /evidence=ECO:0000255"
"816"	"Q8IXX5"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 300..320; /note=Helical; /evidence=ECO:0000255"
"827"	"Q9NP84"	"SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein."	NA	"TOPO_DOM 28..80; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 102..129; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 81..101; /note=Helical; /evidence=ECO:0000255"
"828"	"O75509"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19654028}; Single-pass type I membrane protein {ECO:0000269|PubMed:19654028}."	NA	"TOPO_DOM 42..349; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 371..655; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 350..370; /note=Helical; /evidence=ECO:0000255"
"854"	"Q6PKC3"	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}."	NA	NA	"TRANSMEM 65..85; /note=Helical; /evidence=ECO:0000255"
"856"	"O43914"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9655483}; Single-pass type I membrane protein {ECO:0000255}."	NA	"TOPO_DOM 22..40; /note=Extracellular; /evidence=ECO:0000305|PubMed:25981043; TOPO_DOM 62..113; /note=Cytoplasmic; /evidence=ECO:0000305|PubMed:25981043"	"TRANSMEM 41..61; /note=Helical; /evidence=ECO:0000269|PubMed:25981043"
"884"	"O95183"	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Endomembrane system {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Golgi apparatus, trans-Golgi network membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Note=Associated with the plasma membrane as well as intracellular perinuclear and peripheral vesicular structures of myotubes. Associated with the trans-Golgi, but not with the cis-Golgi apparatus (By similarity). {ECO:0000250}."	NA	"TOPO_DOM 1..72; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 94..116; /note=Vesicular; /evidence=ECO:0000255"	"TRANSMEM 73..93; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"885"	"Q9BV40"	"SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:25686604}; Single-pass type IV membrane protein {ECO:0000305}. Early endosome membrane {ECO:0000269|PubMed:25648148, ECO:0000269|PubMed:9614193}; Single-pass type IV membrane protein {ECO:0000305}. Late endosome membrane {ECO:0000269|PubMed:25648148}; Single-pass type IV membrane protein {ECO:0000305}. Cell membrane {ECO:0000250|UniProtKB:O70404}; Single-pass type IV membrane protein {ECO:0000305}. Zymogen granule membrane {ECO:0000250|UniProtKB:O70404}; Single-pass type IV membrane protein {ECO:0000305}. Note=Perinuclear vesicular structures of the early and late endosomes, coated pits, and trans-Golgi (By similarity). Sub-tight junctional domain in retinal pigment epithelium cells. Midbody region during cytokinesis. Lumenal oriented, apical membranes of nephric tubular cell (By similarity). Cycles through the apical but not through the basolateral plasma membrane (By similarity). Apical region of acinar cells; in zymogen granule membranes (By similarity). {ECO:0000250|UniProtKB:Q9WUF4}."	NA	"TOPO_DOM 1..75; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 97..100; /note=Vesicular; /evidence=ECO:0000255"	"TRANSMEM 76..96; /note=Helical; Anchor for type IV membrane protein; /evidence=ECO:0000255"
"887"	"P19320"	"SUBCELLULAR LOCATION: [Vascular cell adhesion protein 1]: Cell membrane {ECO:0000305|PubMed:12878595}; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Soluble Vascular Cell Adhesion Molecule-1]: Secreted {ECO:0000269|PubMed:12878595, ECO:0000269|PubMed:36127634}."	NA	"TOPO_DOM 25..698; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 721..739; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 699..720; /note=Helical; /evidence=ECO:0000255"
"892"	"Q9Y279"	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}."	NA	"TOPO_DOM 20..283; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 305..399; /note=Cytoplasmic; /evidence=ECO:0000255"	"TRANSMEM 284..304; /note=Helical; /evidence=ECO:0000255"
