"","Subcellular.location..CC.","Intramembrane","Topological.domain","Transmembrane"
"Q6UUV9","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15589160}. Nucleus {ECO:0000269|PubMed:15589160}. Note=Cytoplasmic when phosphorylated by SIK or AMPK and when sequestered by 14-3-3 proteins (PubMed:16817901). Translocated to the nucleus on Ser-151 dephosphorylation, instigated by a number of factors including calcium ion and cAMP levels (PubMed:15589160). Light stimulation triggers a nuclear accumulation in the suprachiasmatic nucleus (SCN) of the brain (By similarity). {ECO:0000250|UniProtKB:Q68ED7, ECO:0000269|PubMed:15589160, ECO:0000269|PubMed:16817901}.",NA,NA,NA
"P02511","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19464326, ECO:0000269|PubMed:28493373}. Nucleus {ECO:0000269|PubMed:19464326}. Secreted {ECO:0000269|PubMed:32272059}. Lysosome {ECO:0000250|UniProtKB:P23927}. Note=Translocates to the nucleus during heat shock and resides in sub-nuclear structures known as SC35 speckles or nuclear splicing speckles (PubMed:19464326). Localizes at the Z-bands and the intercalated disk in cardiomyocytes (PubMed:28493373). Can be secreted; the secretion is dependent on protein unfolding and facilitated by the cargo receptor TMED10; it results in protein translocation from the cytoplasm into the ERGIC (endoplasmic reticulum-Golgi intermediate compartment) followed by vesicle entry and secretion (PubMed:32272059). {ECO:0000269|PubMed:19464326, ECO:0000269|PubMed:28493373, ECO:0000269|PubMed:32272059}.",NA,NA,NA
"Q68DQ2",NA,NA,NA,NA
"Q6UVK1","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q00657}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q00657}; Extracellular side {ECO:0000250|UniProtKB:Q00657}. Apical cell membrane {ECO:0000250|UniProtKB:Q00657}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q00657}; Extracellular side {ECO:0000250|UniProtKB:Q00657}. Cell projection, lamellipodium membrane {ECO:0000250|UniProtKB:Q00657}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q00657}; Extracellular side {ECO:0000250|UniProtKB:Q00657}. Cell surface {ECO:0000250|UniProtKB:Q00657}. Note=Localized at the apical plasma membrane it relocalizes to the lamellipodia of astrocytoma upon phosphorylation by PRKCA. Localizes to the retraction fibers. Localizes to the plasma membrane of oligodendrocytes (By similarity). {ECO:0000250|UniProtKB:Q00657, ECO:0000250|UniProtKB:Q8VHY0}.",NA,"TOPO_DOM 30..2224; /note=Extracellular; /evidence=ECO:0000250|UniProtKB:Q00657; TOPO_DOM 2246..2322; /note=Cytoplasmic; /evidence=ECO:0000250|UniProtKB:Q00657","TRANSMEM 2225..2245; /note=Helical; /evidence=ECO:0000255"
"Q15828","SUBCELLULAR LOCATION: Secreted.",NA,NA,NA
"Q9UBX1","SUBCELLULAR LOCATION: Lysosome.",NA,NA,NA
"O60911","SUBCELLULAR LOCATION: Lysosome {ECO:0000305}.",NA,NA,NA
"P60606","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 30..50; /note=Helical; /evidence=ECO:0000255"
"Q9H720","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 13..33; /note=Helical; /evidence=ECO:0000255; TRANSMEM 41..61; /note=Helical; /evidence=ECO:0000255; TRANSMEM 93..113; /note=Helical; /evidence=ECO:0000255; TRANSMEM 123..143; /note=Helical; /evidence=ECO:0000255; TRANSMEM 196..216; /note=Helical; /evidence=ECO:0000255; TRANSMEM 237..257; /note=Helical; /evidence=ECO:0000255; TRANSMEM 273..293; /note=Helical; /evidence=ECO:0000255; TRANSMEM 316..336; /note=Helical; /evidence=ECO:0000255; TRANSMEM 349..369; /note=Helical; /evidence=ECO:0000255; TRANSMEM 390..410; /note=Helical; /evidence=ECO:0000255"
"P78423","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9024663}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Processed fractalkine]: Secreted {ECO:0000269|PubMed:9024663}.",NA,"TOPO_DOM 25..341; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 363..397; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 342..362; /note=Helical; /evidence=ECO:0000255"
"P49238","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12055230, ECO:0000269|PubMed:28791023, ECO:0000269|PubMed:9390561}; Multi-pass membrane protein {ECO:0000255}.",NA,"TOPO_DOM 1..31; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 60..69; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 91..103; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 126..142; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 168..195; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 216..231; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 257..273; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 298..355; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 32..59; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 70..90; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 104..125; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 143..167; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 196..215; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 232..256; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 274..297; /note=Helical; Name=7; /evidence=ECO:0000255"
"P78310","SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:15533241}; Single-pass type I membrane protein {ECO:0000255}. Basolateral cell membrane {ECO:0000269|PubMed:11316797, ECO:0000269|PubMed:12021372, ECO:0000269|PubMed:12297051, ECO:0000269|PubMed:15364909}; Single-pass type I membrane protein {ECO:0000255}. Cell junction, tight junction {ECO:0000269|PubMed:11734628, ECO:0000269|PubMed:12297051}. Cell junction, adherens junction {ECO:0000269|PubMed:12297051}. Note=In epithelial cells localizes to the apical junction complex composed of tight and adherens junctions (PubMed:12297051). In airway epithelial cells localized to basolateral membrane but not to apical surface (PubMed:11316797). {ECO:0000269|PubMed:11316797, ECO:0000269|PubMed:12297051}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000269|PubMed:14978041}.; SUBCELLULAR LOCATION: [Isoform 4]: Secreted {ECO:0000269|PubMed:14978041}.; SUBCELLULAR LOCATION: [Isoform 5]: Secreted {ECO:0000269|PubMed:14978041}.",NA,"TOPO_DOM 20..237; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 259..365; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 238..258; /note=Helical; /evidence=ECO:0000255"
"P25025","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 1..48; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 76..84; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 106..120; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 143..163; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 184..208; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 232..251; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 274..294; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 316..360; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 49..75; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 85..105; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 121..142; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 164..183; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 209..231; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 252..273; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 295..315; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q6UW02","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 4..24; /note=Helical; /evidence=ECO:0000255"
"P10632","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein. Microsome membrane; Peripheral membrane protein.",NA,NA,NA
"Q9UIA0","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17398095}; Peripheral membrane protein {ECO:0000269|PubMed:17398095}.",NA,NA,NA
"Q96JQ0","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=In the embryonic cortex, FAT4 and DCHS1 accumulated at the cell-cell boundaries located apical to the adherens junction. {ECO:0000250}.",NA,"TOPO_DOM 43..2940; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 2962..3298; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 2941..2961; /note=Helical; /evidence=ECO:0000255"
"O94760",NA,NA,NA,NA
"Q8IXT1","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Note=Accumulates in the nucleus in response to stress. {ECO:0000250}.",NA,NA,NA
"Q96D03","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.",NA,NA,NA
"Q08345","SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 2]: Cell membrane; Single-pass type I membrane protein.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cell membrane; Single-pass type I membrane protein.",NA,"TOPO_DOM 21..417; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 439..913; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 418..438; /note=Helical; /evidence=ECO:0000255"
"Q16832","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:18201965, ECO:0000269|PubMed:20223752, ECO:0000269|PubMed:9659899}; Single-pass type I membrane protein {ECO:0000269|PubMed:18201965, ECO:0000269|PubMed:20223752, ECO:0000269|PubMed:9659899}.",NA,"TOPO_DOM 22..399; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 422..855; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 400..421; /note=Helical; /evidence=ECO:0000255"
"Q5H9U9",NA,NA,NA,NA
"Q8NEG7","SUBCELLULAR LOCATION: Recycling endosome {ECO:0000305}. Cytoplasm {ECO:0000305}.",NA,NA,NA
"P49619","SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:8034597}. Cytoplasm, cytosol {ECO:0000269|PubMed:8034597}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P49620}.",NA,NA,NA
"Q86XP1","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12810723, ECO:0000269|PubMed:19710016}. Cell membrane {ECO:0000269|PubMed:12810723, ECO:0000269|PubMed:19710016}. Note=Translocated from the cytoplasm to endosomes in response to stress stimuli (PubMed:12810723). Isoform 2 is rapidly relocated back to the cytoplasm upon removal of stress stimuli, whereas isoform 1 exhibits sustained endosomal association (PubMed:12810723). Translocates from the cytoplasm to the cell membrane in the presence of active GTP-bound form of HRAS (PubMed:19710016).",NA,NA,NA
"Q92813","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 10..34; /note=Helical; /evidence=ECO:0000255"
"O95057","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}.",NA,NA,NA
"Q15700","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q63622}; Lipid-anchor {ECO:0000250|UniProtKB:Q63622}. Postsynaptic density {ECO:0000250|UniProtKB:Q63622}. Synapse {ECO:0000250}. Membrane {ECO:0000250|UniProtKB:Q63622}. Cell projection, axon {ECO:0000250|UniProtKB:Q63622}. Perikaryon {ECO:0000250|UniProtKB:Q63622}. Note=Concentrated in soma and postsynaptic density of a subset of neurons. {ECO:0000250|UniProtKB:Q63622}.",NA,NA,NA
"Q8TDM6","SUBCELLULAR LOCATION: Cell junction {ECO:0000269|PubMed:12657639, ECO:0000269|PubMed:28169360}. Cell membrane {ECO:0000269|PubMed:12657639}; Peripheral membrane protein {ECO:0000269|PubMed:12657639}. Postsynaptic density {ECO:0000250|UniProtKB:E9Q9R9}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250|UniProtKB:E9Q9R9}. Note=Localized at sites of cell-cell contact.",NA,NA,NA
"O00548","SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000250|UniProtKB:Q61483}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q61483}. Cell junction, adherens junction {ECO:0000250|UniProtKB:Q61483}. Membrane raft {ECO:0000250|UniProtKB:Q61483}. Note=Distributed around adherens junction in the apical endfeet through interactions with MAGI1. {ECO:0000250|UniProtKB:Q61483}.",NA,"TOPO_DOM 18..545; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 569..723; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 546..568; /note=Helical; /evidence=ECO:0000255"
"Q8WXU2","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12954984, ECO:0000269|PubMed:16989952}. Cytoplasm {ECO:0000269|PubMed:12954984, ECO:0000269|PubMed:16989952, ECO:0000269|PubMed:23872636}. Dynein axonemal particle {ECO:0000305|PubMed:23872636}. Cell projection, neuron projection {ECO:0000250|UniProtKB:Q5VJS5}.",NA,NA,NA
"P59910","SUBCELLULAR LOCATION: Cell projection, cilium, flagellum {ECO:0000269|PubMed:27486783}. Note=Localizes both to epithelial motile cilium and the sperm flagellum (PubMed:27486783). In spermatids, rapidly enriched in the coupling apparatus with the elongation of the spermatid. Tightly attached to the implantation fossa during the maturation of the spermatid. In mature spermatzoa evenly distributed along the flagellum (By similarity). {ECO:0000250|UniProtKB:Q80Y75, ECO:0000269|PubMed:27486783}.",NA,NA,NA
"Q9H819","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:25631089}; Single-pass membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: Note=(Microbial infection) Upon SV40 infection, colocalizes with BCAP31, DNAJB12 and DNAJB14 in punctate structures within the endoplasmic reticulum membrane. {ECO:0000269|PubMed:25631089}.",NA,NA,"TRANSMEM 228..248; /note=Helical; /evidence=ECO:0000255"
"O75061",NA,NA,NA,NA
"Q14183","SUBCELLULAR LOCATION: Lysosome {ECO:0000250}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}. Synapse, synaptosome.",NA,NA,NA
"Q8N1I0","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12628187}. Cell projection {ECO:0000269|PubMed:20679435}. Cytoplasm, cytosol {ECO:0000305|PubMed:20679435}. Note=Colocalizes with EPHA2, RHOG and CTTN/cortactin at the tip of protrusions in migrating cells. {ECO:0000269|PubMed:20679435}.",NA,NA,NA
"Q7L591","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.",NA,NA,NA
"P16444","SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:28413640}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:2168407}. Cell projection, microvillus membrane {ECO:0000269|PubMed:2168407}; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:2168407}. Note=Brush border membrane. {ECO:0000250|UniProtKB:P31429}.",NA,NA,NA
"Q16555","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:20801876}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:20801876}. Membrane {ECO:0000269|PubMed:20801876}. Note=Tightly but non-covalently associated with membranes.",NA,NA,NA
"P21917","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1319557, ECO:0000269|PubMed:16423344, ECO:0000269|PubMed:1840645, ECO:0000269|PubMed:20100572, ECO:0000269|PubMed:27659709, ECO:0000269|PubMed:29051383, ECO:0000269|PubMed:7512953, ECO:0000269|PubMed:7643093, ECO:0000269|PubMed:8078498, ECO:0000269|PubMed:9003072}; Multi-pass membrane protein {ECO:0000269|PubMed:20100572, ECO:0000269|PubMed:29051383}.",NA,"TOPO_DOM 1..29; /note=Extracellular; /evidence=ECO:0000269|PubMed:29051383; TOPO_DOM 51..71; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:29051383; TOPO_DOM 93..110; /note=Extracellular; /evidence=ECO:0000269|PubMed:29051383; TOPO_DOM 132..152; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:29051383; TOPO_DOM 174..192; /note=Extracellular; /evidence=ECO:0000269|PubMed:29051383; TOPO_DOM 214..346; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:29051383; TOPO_DOM 368..382; /note=Extracellular; /evidence=ECO:0000269|PubMed:29051383; TOPO_DOM 404..419; /note=Cytoplasmic; /evidence=ECO:0000269|PubMed:29051383","TRANSMEM 30..50; /note=Helical; Name=1; /evidence=ECO:0000269|PubMed:29051383; TRANSMEM 72..92; /note=Helical; Name=2; /evidence=ECO:0000269|PubMed:29051383; TRANSMEM 111..131; /note=Helical; Name=3; /evidence=ECO:0000269|PubMed:29051383; TRANSMEM 153..173; /note=Helical; Name=4; /evidence=ECO:0000269|PubMed:29051383; TRANSMEM 193..213; /note=Helical; Name=5; /evidence=ECO:0000269|PubMed:29051383; TRANSMEM 347..367; /note=Helical; Name=6; /evidence=ECO:0000269|PubMed:29051383; TRANSMEM 383..403; /note=Helical; Name=7; /evidence=ECO:0000269|PubMed:29051383"
"Q02487","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21062920}; Single-pass type I membrane protein {ECO:0000269|PubMed:21062920}. Cell junction, desmosome {ECO:0000269|PubMed:21062920}.",NA,"TOPO_DOM 136..694; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 716..901; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 695..715; /note=Helical; /evidence=ECO:0000255"
"Q14574","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cell junction, desmosome.",NA,"TOPO_DOM 136..690; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 712..896; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 691..711; /note=Helical; /evidence=ECO:0000255"
"Q8IZU8","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA,NA,"TRANSMEM 764..784; /note=Helical; /evidence=ECO:0000255; TRANSMEM 803..823; /note=Helical; /evidence=ECO:0000255"
"Q14126","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:31402609}; Single-pass type I membrane protein. Cell junction, desmosome {ECO:0000269|PubMed:31402609}.",NA,"TOPO_DOM 50..609; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 635..1118; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 610..634; /note=Helical; /evidence=ECO:0000255"
"P15924","SUBCELLULAR LOCATION: Cell junction, desmosome {ECO:0000250|UniProtKB:E9Q557}. Cell membrane {ECO:0000250|UniProtKB:E9Q557}. Note=Localizes at the intercalated disk in cardiomyocytes. {ECO:0000250|UniProtKB:E9Q557}.",NA,NA,NA
"Q9Y4J8","SUBCELLULAR LOCATION: Cytoplasm. Synapse. Cell membrane {ECO:0000250}. Note=In peripheral nerves, colocalizes with MAGEE1 in the Schwann cell membrane. {ECO:0000250}.",NA,NA,NA
"Q9H1R2","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:15138252}.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane; Lipid-anchor; Cytoplasmic side.",NA,NA,NA
"O75923","SUBCELLULAR LOCATION: Cell membrane, sarcolemma; Single-pass type II membrane protein. Cytoplasmic vesicle membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Cell membrane. Note=Colocalizes, during muscle differentiation, with BIN1 in the T-tubule system of myotubules and at the site of contact between two myotubes or a myoblast and a myotube. Wounding of myotubes led to its focal enrichment to the site of injury and to its relocalization in a Ca(2+)-dependent manner toward the plasma membrane. Colocalizes with AHNAK, AHNAK2 and PARVB at the sarcolemma of skeletal muscle. Detected on the apical plasma membrane of the syncytiotrophoblast. Reaches the plasmma membrane through a caveolin-independent mechanism. Retained by caveolin at the plasmma membrane (By similarity). Colocalizes, during muscle differentiation, with CACNA1S in the T-tubule system of myotubules (By similarity). Accumulates and colocalizes with fusion vesicles at the sarcolemma disruption sites (By similarity). {ECO:0000250}.",NA,"TOPO_DOM 1..2046; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 2068..2080; /note=Extracellular; /evidence=ECO:0000255","TRANSMEM 2047..2067; /note=Helical; /evidence=ECO:0000255"
"Q19T08","SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein. Cytoplasm.",NA,"TOPO_DOM 25..124; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 146..205; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 125..145; /note=Helical; /evidence=ECO:0000255"
"Q9HAV5","SUBCELLULAR LOCATION: Membrane; Single-pass type III membrane protein.",NA,"TOPO_DOM 1..138; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 160..297; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 139..159; /note=Helical; Signal-anchor for type III membrane protein; /evidence=ECO:0000255"
"O43854","SUBCELLULAR LOCATION: Secreted.",NA,NA,NA
"P25101","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.",NA,"TOPO_DOM 21..80; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 103..112; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 133..159; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 182..205; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 230..256; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 279..306; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 329..347; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 373..427; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 81..102; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 113..132; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 160..181; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 206..229; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 257..278; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 307..328; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 348..372; /note=Helical; Name=7; /evidence=ECO:0000255"
"P24530","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:28236341}; Multi-pass membrane protein. Note=internalized after activation by endothelins. {ECO:0000269|PubMed:28236341}.",NA,"TOPO_DOM 27..101; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 127..137; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 164..175; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 198..218; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 244..271; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 297..324; /note=Cytoplasmic; /evidence=ECO:0000255; TOPO_DOM 351..362; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 390..442; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 102..126; /note=Helical; Name=1; /evidence=ECO:0000255; TRANSMEM 138..163; /note=Helical; Name=2; /evidence=ECO:0000255; TRANSMEM 176..197; /note=Helical; Name=3; /evidence=ECO:0000255; TRANSMEM 219..243; /note=Helical; Name=4; /evidence=ECO:0000255; TRANSMEM 272..296; /note=Helical; Name=5; /evidence=ECO:0000255; TRANSMEM 325..350; /note=Helical; Name=6; /evidence=ECO:0000255; TRANSMEM 363..389; /note=Helical; Name=7; /evidence=ECO:0000255"
"Q9HAE3","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250|UniProtKB:Q96M63}.",NA,NA,NA
"Q5JST6","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250|UniProtKB:A0A3Q1N1R0}.",NA,NA,NA
"Q9Y2G0","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:23229899, ECO:0000269|PubMed:25380825}; Lipid-anchor {ECO:0000269|PubMed:23229899, ECO:0000269|PubMed:25380825}. Cytoplasm, cytosol {ECO:0000269|PubMed:25380825}. Note=Palmitoylation anchors the protein to the plasma membrane (PubMed:23229899, PubMed:25380825). A small amount is observed in the cytosol (PubMed:25380825). {ECO:0000269|PubMed:23229899, ECO:0000269|PubMed:25380825}.",NA,NA,NA
"P00533","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17182860, ECO:0000269|PubMed:20462955, ECO:0000269|PubMed:23589287, ECO:0000269|PubMed:27153536, ECO:0000269|PubMed:2790960}; Single-pass type I membrane protein {ECO:0000269|PubMed:27153536}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:27153536}; Single-pass type I membrane protein. Golgi apparatus membrane; Single-pass type I membrane protein. Nucleus membrane; Single-pass type I membrane protein. Endosome {ECO:0000269|PubMed:17182860, ECO:0000269|PubMed:27153536}. Endosome membrane. Nucleus {ECO:0000269|PubMed:17115032, ECO:0000269|PubMed:17909029, ECO:0000269|PubMed:20551055, ECO:0000269|PubMed:20674546}. Note=In response to EGF, translocated from the cell membrane to the nucleus via Golgi and ER (PubMed:20674546, PubMed:17909029). Endocytosed upon activation by ligand (PubMed:2790960, PubMed:17182860, PubMed:27153536, PubMed:17909029). Colocalized with GPER1 in the nucleus of estrogen agonist-induced cancer-associated fibroblasts (CAF) (PubMed:20551055). {ECO:0000269|PubMed:17182860, ECO:0000269|PubMed:17909029, ECO:0000269|PubMed:20674546, ECO:0000269|PubMed:27153536, ECO:0000269|PubMed:2790960}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted.",NA,"TOPO_DOM 25..645; /note=Extracellular; /evidence=ECO:0000255; TOPO_DOM 669..1210; /note=Cytoplasmic; /evidence=ECO:0000255","TRANSMEM 646..668; /note=Helical; /evidence=ECO:0000255"
"Q8N3D4","SUBCELLULAR LOCATION: Endosome {ECO:0000305|PubMed:27552051}.",NA,NA,NA
"Q9NZN4","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:17233914}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q8BH64}; Cytoplasmic side {ECO:0000250|UniProtKB:Q8BH64}. Membrane, caveola {ECO:0000269|PubMed:22323287}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q8BH64}; Cytoplasmic side {ECO:0000250|UniProtKB:Q8BH64}. Endosome membrane {ECO:0000250|UniProtKB:Q4V8H8}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q4V8H8}; Cytoplasmic side {ECO:0000250|UniProtKB:Q4V8H8}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q8BH64}. Note=Colocalizes with GLUT4 in intracellular tubulovesicular structures that are associated with cortical F-actin. Colocalizes with FER1L5 at plasma membrane in myoblasts and myotubes. {ECO:0000250|UniProtKB:Q8BH64}.",NA,NA,NA
