Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer
XPC	"RAD4, XPCC"	ENSG00000154767	"XPC complex subunit, DNA damage recognition and repair factor"	Q01831	3	14145147-14178621	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"DNA damage, DNA repair, Transcription, Transcription regulation"	DNA-binding	"Cancer-related genes, Disease variant, Xeroderma pigmentosum"	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Testis - Spermatogonia	Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB009932, HPA035707, HPA069673"	Supported		Enhanced	"Nucleoplasm,Plasma membrane"		NA	NA			Cluster 1: Neutrophils - Mixed function	Cluster 72: Non-specific - Transcription	Cluster 5: Non-specific - Unknown function	Cluster 64: Non-specific - Transcription	Nucleoplasm	Plasma membrane	"CAB009932: AB_2241587, HPA035707: AB_2674743, HPA069673: AB_2686167"	unprognostic (7.46e-2)	unprognostic (2.52e-2)	unprognostic (4.50e-2)	unprognostic (3.01e-1)	unprognostic (6.63e-2)	unprognostic (2.54e-2)	unprognostic (1.97e-1)	unprognostic (5.65e-2)	unprognostic (1.50e-1)	unprognostic (7.13e-3)	unprognostic (4.39e-2)	unprognostic (2.07e-1)	prognostic favorable (4.14e-7)	unprognostic (1.59e-1)	unprognostic (7.88e-2)	unprognostic (7.62e-2)	prognostic favorable (2.46e-4)
XPO6	"FLJ22519, KIAA0370, RANBP20"	ENSG00000169180	Exportin 6	Q96QU8	16	28097976-28211965	"Metabolic proteins, Predicted intracellular proteins"	"Protein transport, Transport"			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enriched	Detected in all	6	neutrophil: 202.1	Lineage enriched	Detected in all	9	granulocytes: 202.1	Low cancer specificity	Detected in all			"Lung - Neutrophil_2, Testis - Early spermatids"	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA038246	Uncertain		Approved	"Nucleoplasm,Nucleoli,Plasma membrane,Cytosol"		No	No			Cluster 50: Neutrophils - Cellular senescence	Cluster 32: Brain & Lymphoid tissue - Unknown function	Cluster 8: Non-specific - Transcription	Cluster 33: Macrophages - Degranulation	"Nucleoplasm, Nucleoli"	"Plasma membrane, Cytosol"	HPA038246: AB_10674550	unprognostic (1.17e-1)	unprognostic (5.43e-2)	unprognostic (1.07e-1)	unprognostic (3.76e-1)	unprognostic (1.38e-1)	unprognostic (1.03e-1)	prognostic unfavorable (3.68e-4)	unprognostic (2.22e-1)	unprognostic (1.41e-1)	unprognostic (1.31e-2)	unprognostic (4.48e-1)	unprognostic (1.40e-1)	unprognostic (1.01e-3)	unprognostic (2.10e-1)	unprognostic (5.36e-2)	unprognostic (8.50e-2)	prognostic unfavorable (8.80e-4)
XRN1	1-Sep	ENSG00000114127	5'-3' exoribonuclease 1	Q8IZH2	3	142306607-142448062	Predicted intracellular proteins		"DNA-binding, Exonuclease, Hydrolase, Nuclease, RNA-binding"	Tumor suppressor	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Testis - Spermatocytes	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA035005, HPA035006"	Approved		Supported	"Plasma membrane,Cytosol"		NA	NA			Cluster 6: Non-specific - Transcription	Cluster 34: Non-specific - Transcription	Cluster 42: Sarcoma - Muscle contraction	Cluster 64: Non-specific - Transcription	"Plasma membrane, Cytosol"		"HPA035005: AB_10670695, HPA035006: AB_10672750"	unprognostic (3.52e-1)	unprognostic (2.35e-2)	unprognostic (2.49e-1)	unprognostic (1.35e-2)	unprognostic (2.40e-2)	unprognostic (1.68e-2)	unprognostic (1.24e-1)	unprognostic (2.67e-1)	unprognostic (1.06e-1)	unprognostic (2.16e-2)	prognostic unfavorable (9.43e-4)	unprognostic (7.68e-2)	unprognostic (6.16e-2)	unprognostic (1.23e-1)	unprognostic (2.41e-1)	unprognostic (2.43e-2)	unprognostic (6.32e-2)
YBX1	"BP-8, CSDA2, CSDB, DBPB, MDR-NF1, NSEP-1, NSEP1, YB-1, YB1"	ENSG00000065978	Y-box binding protein 1	P67809	1	42682418-42703805	"Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"mRNA processing, mRNA splicing, Transcription, Transcription regulation"	"Activator, DNA-binding, Mitogen, Repressor, RNA-binding"	Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		skeletal muscle: 2038.9	Cell type enhanced	Detected in all		Early spermatids: 7117.8;Late spermatids: 4536.6	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Testis - Early spermatids					Low region specificity	Detected in all			"CAB005875, HPA040304, HPA057159"	Supported		Supported	"Endoplasmic reticulum,Vesicles,Plasma membrane,Cytosol"	Intracellular and membrane	NA	NA		1600000	Cluster 12: Non-specific - Basic cellular processes	Cluster 59: Non-specific - Translation	Cluster 38: Non-specific - mRNA processing	Cluster 36: Spermatids - Spermatogenesis	Cytosol	"Endoplasmic reticulum, Vesicles, Plasma membrane"	"CAB005875: AB_2219278, HPA040304: AB_10795364, HPA057159: AB_2683355"	unprognostic (8.59e-2)	unprognostic (5.16e-2)	unprognostic (9.27e-3)	unprognostic (2.68e-3)	unprognostic (7.76e-2)	unprognostic (8.03e-3)	prognostic unfavorable (9.87e-10)	unprognostic (2.80e-2)	unprognostic (2.31e-2)	unprognostic (2.79e-3)	unprognostic (7.51e-2)	unprognostic (5.52e-2)	prognostic unfavorable (3.59e-7)	unprognostic (3.66e-2)	unprognostic (2.44e-1)	unprognostic (1.94e-2)	unprognostic (3.25e-1)
YES1	"c-yes, HsT441, Yes"	ENSG00000176105	"YES proto-oncogene 1, Src family tyrosine kinase"	P07947	18	721588-812546	"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins"		"Kinase, Transferase, Tyrosine-protein kinase"	"FDA approved drug targets, Proto-oncogene"	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in many			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Immune cell enriched	Detected in many	9	basophil: 20.2	Lineage enriched	Detected in many	9	granulocytes: 20.2	Low cancer specificity	Detected in all			"Adipose visceral - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Lung - Endothelial cells, Skeletal muscle - Endothelial cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"CAB004370, HPA026480"	Approved		Supported	"Plasma membrane,Cytosol"		NA	NA			Cluster 38: Basophils - Unknown function	Cluster 86: Liver & Placenta - Transport via ER	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 66: Endothelial cells - Angiogenesis	"Plasma membrane, Cytosol"		"CAB004370: AB_627370, HPA026480: AB_1858921"	unprognostic (3.28e-1)	unprognostic (1.62e-2)	unprognostic (5.87e-2)	unprognostic (2.47e-2)	unprognostic (6.24e-2)	unprognostic (4.24e-2)	unprognostic (6.01e-2)	unprognostic (1.03e-2)	unprognostic (1.95e-2)	unprognostic (1.85e-3)	prognostic unfavorable (2.46e-4)	unprognostic (2.14e-1)	unprognostic (8.12e-2)	unprognostic (4.65e-2)	unprognostic (1.81e-1)	unprognostic (4.79e-2)	unprognostic (4.11e-1)
YIPF1	"DJ167A19.1, FinGER1"	ENSG00000058799	Yip1 domain family member 1	Q9Y548	1	53851719-53889798	"Predicted membrane proteins, Transporters"				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in all		Cytotrophoblasts: 80.6;Syncytiotrophoblasts: 135.7	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Breast - Breast glandular cells, Breast - Breast glandular cells, Prostate - Prostate glandular cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA014716, HPA073931"	Approved		Supported	"Nucleoplasm,Golgi apparatus,Plasma membrane"		NA	NA			Cluster 8: Neutrophils - Inflammatory response	Cluster 8: Non-specific - Mitochondria	Cluster 65: Breast cancer - Unknown function	Cluster 28: Cytotrophoblasts - Unknown function	Golgi apparatus	"Nucleoplasm, Plasma membrane"	"HPA014716: AB_1847686, HPA073931: "	unprognostic (4.94e-2)	unprognostic (4.50e-1)	unprognostic (6.37e-2)	unprognostic (2.06e-2)	unprognostic (3.93e-2)	unprognostic (1.35e-1)	prognostic unfavorable (1.34e-4)	unprognostic (1.96e-1)	unprognostic (6.64e-2)	unprognostic (2.34e-1)	unprognostic (1.49e-1)	unprognostic (2.76e-1)	unprognostic (1.24e-2)	unprognostic (7.75e-3)	unprognostic (2.38e-1)	unprognostic (5.39e-3)	unprognostic (6.35e-1)
YIPF4	"FinGER4, MGC11061"	ENSG00000119820	Yip1 domain family member 4	Q9BSR8	2	32277904-32316594	"Predicted intracellular proteins, Predicted membrane proteins"	Host-virus interaction			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in all	7	brain: 129.1;choroid plexus: 65.6	Cell type enhanced	Detected in all		Syncytiotrophoblasts: 240.8	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			HPA017884	Supported		Supported	"Golgi apparatus,Vesicles,Plasma membrane"		NA	NA			Cluster 41: Basophils - Cellular respiration	Cluster 73: Brain - Neuropeptide signaling	Cluster 45: Non-specific - Cell proliferation	Cluster 64: Non-specific - Transcription	Golgi apparatus	"Vesicles, Plasma membrane"	HPA017884: AB_1853855	unprognostic (5.61e-3)	unprognostic (8.50e-2)	unprognostic (3.88e-2)	unprognostic (3.17e-3)	unprognostic (3.05e-1)	unprognostic (7.64e-2)	unprognostic (3.45e-2)	unprognostic (3.61e-2)	unprognostic (3.69e-1)	unprognostic (8.70e-2)	unprognostic (4.15e-1)	unprognostic (1.54e-1)	unprognostic (2.29e-3)	unprognostic (1.90e-1)	unprognostic (1.59e-1)	unprognostic (3.88e-2)	unprognostic (6.11e-2)
YOD1	"DKFZp451J1719, DUBA8, OTUD2"	ENSG00000180667	YOD1 deubiquitinase	Q5VVQ6	1	207043849-207052980	"Enzymes, Predicted intracellular proteins"	"Ubl conjugation pathway, Unfolded protein response"	"Hydrolase, Protease, Thiol protease"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		bone marrow: 58.6	Cell type enhanced	Detected in many		Glandular and luminal cells: 113.8;Late spermatids: 108.2	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in single			Low lineage specificity	Detected in single			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA028400, HPA028439"	Uncertain		Supported	"Nucleoplasm,Plasma membrane,Cytosol"		NA	NA		110000	Cluster 10: Basophils - Unknown function	Cluster 75: Bone marrow - mRNA splicing & Cell cycle	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 14: Endometrium - Transcription regulation	"Nucleoplasm, Plasma membrane, Cytosol"		"HPA028400: AB_10599854, HPA028439: AB_10600994"	unprognostic (3.69e-2)	unprognostic (8.72e-2)	unprognostic (1.17e-1)	unprognostic (2.39e-1)	unprognostic (2.03e-2)	unprognostic (3.28e-2)	unprognostic (9.87e-3)	unprognostic (9.38e-2)	unprognostic (2.31e-3)	unprognostic (8.96e-2)	unprognostic (1.47e-3)	unprognostic (1.03e-2)	unprognostic (6.07e-2)	unprognostic (6.86e-2)	unprognostic (2.83e-1)	unprognostic (1.79e-2)	unprognostic (3.62e-1)
YTHDC1	"KIAA1966, YT521, YT521-B"	ENSG00000083896	YTH domain containing 1	Q96MU7	4	68310387-68350090	"Plasma proteins, Predicted intracellular proteins"	"mRNA processing, mRNA splicing"	RNA-binding		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Testis - Spermatocytes, Testis - Spermatogonia"	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA036462	Supported		Approved	"Nucleoplasm,Plasma membrane"		NA	NA			Cluster 1: Neutrophils - Mixed function	Cluster 75: Bone marrow - mRNA splicing & Cell cycle	Cluster 45: Non-specific - Cell proliferation	Cluster 14: Endometrium - Transcription regulation	Nucleoplasm	Plasma membrane	HPA036462: AB_10669793	unprognostic (1.02e-1)	unprognostic (8.44e-3)	unprognostic (5.74e-3)	unprognostic (1.35e-1)	unprognostic (7.59e-2)	unprognostic (1.33e-3)	unprognostic (1.52e-3)	unprognostic (8.28e-2)	unprognostic (1.38e-1)	unprognostic (1.09e-1)	unprognostic (2.35e-2)	unprognostic (1.41e-2)	unprognostic (6.64e-3)	unprognostic (1.63e-2)	unprognostic (1.70e-1)	unprognostic (4.05e-1)	prognostic favorable (7.29e-5)
ZBED3	MGC15435	ENSG00000132846	Zinc finger BED-type containing 3	Q96IU2	5	77072072-77087285	"Predicted intracellular proteins, Predicted secreted proteins, Transcription factors"	Wnt signaling pathway			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in many			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in all			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Thyroid - Thyroid glandular cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA055995	Approved		Approved	"Nucleoplasm,Plasma membrane"	Secreted to blood	NA	NA				Cluster 21: Non-specific - Transcription	Cluster 23: B-cell cancers - Adaptive immune response	Cluster 16: Non-specific - RNA binding	Plasma membrane	Nucleoplasm	HPA055995: AB_2683000	unprognostic (3.23e-2)	unprognostic (1.17e-1)	unprognostic (2.24e-2)	unprognostic (1.22e-1)	unprognostic (3.78e-2)	unprognostic (4.02e-2)	unprognostic (2.97e-1)	unprognostic (1.45e-2)	unprognostic (6.96e-3)	unprognostic (1.82e-2)	unprognostic (8.64e-3)	unprognostic (3.63e-1)	prognostic favorable (1.68e-4)	unprognostic (2.08e-1)	unprognostic (1.92e-1)	unprognostic (5.41e-2)	unprognostic (1.08e-1)
ZBTB33	"kaiso, WUGSC:H_DJ525N14.1, ZNF-kaiso, ZNF348"	ENSG00000177485	Zinc finger and BTB domain containing 33	Q86T24	X	120250752-120258398	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation, Wnt signaling pathway"	"Activator, DNA-binding, Repressor"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		dendritic cells: 41.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Skin - Keratinocyte (other)	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA000755, CAB001980, HPA005732"	Approved		Enhanced	"Nucleoplasm,Plasma membrane,Cytosol"		NA	NA			Cluster 27: Non-specific - Gene expression	Cluster 75: Bone marrow - mRNA splicing & Cell cycle	Cluster 48: Non-specific - RNA binding	Cluster 48: Plasmacytoid dendritic cells - Unknown function	"Nucleoplasm, Plasma membrane, Cytosol"		"CAB001980: , HPA000755: AB_1079167, HPA005732: AB_1079166"	unprognostic (9.14e-3)	unprognostic (1.45e-2)	unprognostic (1.17e-1)	unprognostic (1.01e-2)	unprognostic (2.47e-2)	unprognostic (6.13e-2)	unprognostic (1.72e-2)	unprognostic (1.94e-1)	unprognostic (1.04e-1)	unprognostic (1.52e-1)	unprognostic (1.25e-1)	unprognostic (4.51e-2)	unprognostic (5.08e-3)	unprognostic (1.68e-1)	unprognostic (1.12e-1)	unprognostic (6.44e-2)	unprognostic (2.59e-2)
ZBTB8OS	ARCH	ENSG00000176261	Zinc finger and BTB domain containing 8 opposite strand	Q8IWT0	1	32600172-32650903	Predicted intracellular proteins	tRNA processing			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			HPA046315	Approved		Approved	Plasma membrane		NA	NA			Cluster 12: Non-specific - Basic cellular processes	Cluster 8: Non-specific - Mitochondria	Cluster 38: Non-specific - mRNA processing	Cluster 19: Macrophages - Innate immune response	Plasma membrane		HPA046315: AB_2679623	unprognostic (3.41e-2)	unprognostic (1.39e-2)	unprognostic (1.08e-1)	unprognostic (9.08e-2)	unprognostic (1.82e-1)	unprognostic (8.14e-2)	prognostic unfavorable (4.25e-4)	unprognostic (9.63e-2)	prognostic unfavorable (8.56e-4)	unprognostic (5.18e-2)	unprognostic (3.84e-1)	unprognostic (1.40e-1)	prognostic unfavorable (7.11e-8)	unprognostic (1.94e-2)	unprognostic (2.79e-1)	unprognostic (1.68e-1)	unprognostic (1.42e-1)
ZDHHC2	"DHHC2, ZNF372"	ENSG00000104219	Zinc finger DHHC-type palmitoyltransferase 2	Q9UIJ5	8	17156482-17224799	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins"		"Acyltransferase, Transferase"		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		retina: 77.8	Cell type enhanced	Detected in many		Rod photoreceptor cells: 85.7	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Testis - Early spermatids, Thyroid - Thyroid glandular cells"	Low region specificity	Detected in all			Low region specificity	Detected in all			"HPA023331, HPA023334"	Uncertain		Approved	Plasma membrane		NA	NA			Cluster 33: Neutrophils - Chromatin organization	Cluster 77: Retina - Visual perception	Cluster 34: Rabdoid cancer - Embryonic development	Cluster 44: Photoreceptor cells - Visual perception	Plasma membrane		"HPA023331: AB_2671165, HPA023334: "	unprognostic (8.92e-2)	unprognostic (4.23e-1)	unprognostic (1.80e-2)	unprognostic (2.53e-1)	unprognostic (6.89e-2)	unprognostic (2.25e-1)	unprognostic (6.12e-2)	unprognostic (1.78e-2)	unprognostic (1.04e-1)	unprognostic (2.37e-2)	unprognostic (2.16e-1)	unprognostic (1.58e-1)	prognostic favorable (3.24e-4)	unprognostic (5.00e-2)	unprognostic (3.87e-1)	unprognostic (2.87e-2)	unprognostic (5.10e-2)
ZDHHC5	"DHHC5, KIAA1748, ZNF375"	ENSG00000156599	Zinc finger DHHC-type palmitoyltransferase 5	Q9C0B5	11	57667747-57701182	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Immunity, Innate immunity, Lipid transport, Transport"	"Acyltransferase, Transferase"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in all			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			"Skin - Keratinocyte (other), Testis - Early spermatids"	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA014670	Approved		Supported	"Nucleoplasm,Plasma membrane"		NA	NA			Cluster 5: Granulocytes - Unknown function	Cluster 23: Testis - Cell cycle regulation	Cluster 58: Non-specific - Basic cellular processes	Cluster 16: Non-specific - RNA binding	Plasma membrane	Nucleoplasm	HPA014670: AB_2257442	unprognostic (1.34e-1)	unprognostic (3.47e-2)	unprognostic (2.51e-1)	unprognostic (2.29e-1)	unprognostic (5.32e-2)	unprognostic (1.70e-2)	unprognostic (9.82e-3)	unprognostic (1.74e-3)	unprognostic (4.36e-2)	unprognostic (9.78e-2)	prognostic unfavorable (6.74e-5)	unprognostic (1.76e-1)	unprognostic (4.72e-3)	unprognostic (2.16e-1)	unprognostic (6.80e-2)	unprognostic (2.06e-2)	unprognostic (1.74e-3)
ZFP90	"KIAA1954, NK10, ZNF756"	ENSG00000184939	ZFP90 zinc finger protein	Q8TF47	16	68530090-68576072	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"DNA-binding, Repressor"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Low cell type specificity	Detected in many			Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			HPA029017	Uncertain		Supported	"Vesicles,Plasma membrane,Centrosome"		NA	NA			Cluster 44: Non-specific - Transcription	Cluster 6: Brain - Smell perception	Cluster 4: Non-specific - Transcription	Cluster 64: Non-specific - Transcription	"Vesicles, Plasma membrane, Centrosome"		HPA029017: AB_10669653	unprognostic (3.27e-1)	unprognostic (1.71e-2)	unprognostic (1.56e-1)	unprognostic (1.45e-2)	unprognostic (3.11e-1)	unprognostic (2.47e-1)	unprognostic (3.68e-3)	unprognostic (1.78e-1)	unprognostic (5.19e-2)	unprognostic (7.33e-2)	unprognostic (1.35e-3)	unprognostic (3.43e-1)	prognostic favorable (1.78e-4)	unprognostic (1.47e-2)	unprognostic (2.37e-1)	unprognostic (1.33e-1)	unprognostic (9.60e-2)
ZGPAT	"dJ583P15.3, FLJ14972, GPATC6, GPATCH6, KIAA1847, MGC44880, ZC3H9, ZC3HDC9, ZIP"	ENSG00000197114	Zinc finger CCCH-type and G-patch domain containing	Q8N5A5	20	63707465-63736142	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	"DNA-binding, Repressor"		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in all	6	liver: 123.5	Cell type enhanced	Detected in many		B-cells: 9.7;Basal squamous epithelial cells: 12.3;Gastric mucus-secreting cells: 14.9;Plasma cells: 24.2;Squamous epithelial cells: 11.5;Thymic epithelial cells: 10.6	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Liver - Hepatocytes	Low region specificity	Detected in all							HPA056705			Supported	"Nucleoplasm,Plasma membrane"		NA	NA			Cluster 15: NK-cells - Transcription	Cluster 85: Liver - Metabolism	Cluster 37: Ovarian cancer RMG-I - Cellular stress response	Cluster 61: Non-specific - Transcription	"Nucleoplasm, Plasma membrane"		HPA056705: AB_2683213	unprognostic (4.50e-2)	unprognostic (2.74e-1)	unprognostic (5.30e-2)	unprognostic (4.42e-2)	unprognostic (8.58e-2)	prognostic favorable (6.17e-5)	unprognostic (1.06e-1)	unprognostic (6.97e-2)	unprognostic (2.52e-1)	unprognostic (1.54e-1)	unprognostic (9.31e-3)	unprognostic (1.60e-2)	unprognostic (3.43e-3)	unprognostic (1.37e-1)	unprognostic (4.11e-2)	unprognostic (1.24e-1)	unprognostic (9.86e-3)
ZNF10	KOX1	ENSG00000256223	Zinc finger protein 10	P21506	12	133130575-133159465	"Predicted intracellular proteins, Transcription factors"	"Transcription, Transcription regulation"	DNA-binding		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enhanced	Detected in many		Excitatory neurons: 45.3;Inhibitory neurons: 47.2;Oligodendrocyte precursor cells: 52.0;Oligodendrocytes: 42.8	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in many			Low cancer specificity	Detected in all								Low region specificity	Detected in all			HPA003204	Uncertain		Approved	"Nucleoplasm,Vesicles,Plasma membrane"		NA	NA			Cluster 15: NK-cells - Transcription	Cluster 51: Non-specific - Unknown function	Cluster 4: Non-specific - Transcription	Cluster 61: Non-specific - Transcription	"Vesicles, Plasma membrane"	Nucleoplasm	HPA003204: AB_1080663	unprognostic (1.55e-2)	unprognostic (2.77e-3)	unprognostic (4.32e-2)	unprognostic (1.35e-1)	unprognostic (6.48e-2)	unprognostic (2.67e-3)	unprognostic (1.87e-1)	unprognostic (6.39e-3)	unprognostic (4.02e-3)	unprognostic (2.13e-1)	unprognostic (3.35e-3)	unprognostic (2.50e-2)	unprognostic (3.94e-2)	unprognostic (3.41e-1)	unprognostic (1.52e-1)	unprognostic (4.36e-2)	unprognostic (5.13e-3)
