Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
RPUSD1	"C16orf40, MGC19600, RLUCL"	ENSG00000007376	"RNA pseudouridine synthase domain containing 1"	Q9UJJ7	16	784974-788397	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA041144, HPA041938"	Approved		Approved	"Nucleoplasm,Golgi apparatus,Cell Junctions,Cytosol"		NA	NA			"Cluster 26: Non-specific - Mitochondria"	"Cluster 18: Non-specific - Mitochondria"	"Cluster 8: Non-specific - Transcription"	"Cluster 16: Non-specific - RNA binding"	"Golgi apparatus"	"Nucleoplasm, Cell Junctions, Cytosol"	"HPA041144: AB_10794265, HPA041938: AB_10795601"	"unprognostic (1.51e-2)"	"unprognostic (1.26e-3)"	"unprognostic (2.03e-1)"	"unprognostic (4.01e-1)"	"unprognostic (2.99e-1)"	"unprognostic (9.05e-3)"	"unprognostic (1.07e-3)"	"unprognostic (3.45e-2)"	"unprognostic (1.08e-1)"	"unprognostic (3.31e-1)"	"unprognostic (2.04e-1)"	"unprognostic (1.23e-1)"	"unprognostic (6.25e-2)"	"unprognostic (8.07e-3)"	"unprognostic (5.44e-2)"	"unprognostic (2.95e-1)"	"unprognostic (1.41e-1)"
RRP7A	"CGI-96, Rrp7"	ENSG00000189306	"Ribosomal RNA processing 7 homolog A"	Q9Y3A4	22	42508344-42519796	"Plasma proteins, Predicted intracellular proteins"		RNA-binding	"Disease variant, Intellectual disability, Primary microcephaly"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA001586, HPA046768"	Approved		Approved	"Nucleoplasm,Nucleoli,Cell Junctions"		NA	NA			"Cluster 12: Non-specific - Basic cellular processes"	"Cluster 35: Non-specific - Unknown function"	"Cluster 39: Non-specific - Unknown function"	"Cluster 16: Non-specific - RNA binding"	"Nucleoplasm, Nucleoli"	"Cell Junctions"	"HPA001586: AB_1078506, HPA046768: AB_2679796"	"unprognostic (8.46e-2)"	"unprognostic (3.30e-3)"	"unprognostic (5.96e-2)"	"unprognostic (3.21e-3)"	"unprognostic (9.71e-3)"	"unprognostic (2.92e-1)"	"prognostic unfavorable (1.21e-5)"	"unprognostic (6.73e-2)"	"unprognostic (3.00e-1)"	"unprognostic (2.28e-1)"	"unprognostic (2.41e-1)"	"unprognostic (3.22e-2)"	"unprognostic (9.53e-3)"	"unprognostic (8.02e-2)"	"unprognostic (2.12e-1)"	"unprognostic (4.66e-2)"	"unprognostic (1.71e-2)"
RSC1A1	RS1	ENSG00000215695	"Regulator of solute carriers 1"	Q92681	1	15659869-15661722	"Predicted intracellular proteins"	"Transcription, Transcription regulation"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA027813, HPA028676"	Approved		Supported	"Nucleoplasm,Cell Junctions"		NA	NA			"Cluster 7: Monocytes - Unknown function"	"Cluster 8: Non-specific - Mitochondria"	"Cluster 38: Non-specific - mRNA processing"		Nucleoplasm	"Cell Junctions"	"HPA027813: AB_10600308, HPA028676: AB_10600895"																	
S100A14	"BCMP84, S100A15"	ENSG00000189334	"S100 calcium binding protein A14"	Q9HCY8	1	153614255-153616986	"Plasma proteins, Predicted intracellular proteins"	Apoptosis			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"esophagus: 3719.5;vagina: 1174.2"	"Cell type enhanced"	"Detected in many"		"Basal keratinocytes: 2185.0;Distal enterocytes: 1714.4;Proximal enterocytes: 1543.9;Squamous epithelial cells: 3706.1;Suprabasal keratinocytes: 5461.4"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 976.3"	"Colon - Colon enterocytes, Heart muscle - Cardiomyocytes, Lung - Alveolar cells type 2, Prostate - Urothelial cells, Skin - Keratinocyte (other), Stomach - Gastric mucous cells"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA027613	Enhanced		Approved	"Nuclear bodies,Plasma membrane,Cell Junctions,Cytosol"		NA	NA		260000		"Cluster 84: Esophagus - Epithelial cell function"	"Cluster 65: Breast cancer - Unknown function"	"Cluster 3: Suprabasal keratinocytes - Cornification"	"Nuclear bodies, Plasma membrane, Cell Junctions, Cytosol"		"HPA027613: AB_10602298"	"unprognostic (1.73e-1)"	"unprognostic (1.85e-1)"	"unprognostic (1.48e-1)"	"unprognostic (3.94e-2)"	"unprognostic (1.75e-2)"	"unprognostic (6.27e-2)"	"unprognostic (2.30e-2)"	"unprognostic (9.48e-2)"	"unprognostic (2.50e-1)"	"unprognostic (2.16e-1)"	"unprognostic (2.75e-3)"	"unprognostic (2.89e-1)"	"unprognostic (3.16e-3)"	"unprognostic (8.41e-2)"	"unprognostic (1.80e-1)"	"unprognostic (4.81e-2)"	"unprognostic (9.53e-2)"
SAMD4A	"DKFZP434H0350, hSmaug1, KIAA1053, SAMD4, Smaug, SMG, SMGA"	ENSG00000020577	"Sterile alpha motif domain containing 4A"	Q9UPU9	14	54566117-54793315	"Predicted intracellular proteins"	"Translation regulation"	Repressor		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skeletal muscle: 94.3;testis: 107.9"	"Group enriched"	"Detected in many"	4	"Early spermatids: 804.7;Late spermatids: 2426.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"intermediate monocyte: 1.2;non-classical monocyte: 1.0"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Skeletal muscle - Skeletal myocytes, Testis - Late spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA043061, HPA065309"	Approved		Approved	"Cell Junctions,Cytosol"		NA	NA			"Cluster 7: Monocytes - Unknown function"	"Cluster 78: Testis - Spermatogenesis"	"Cluster 34: Rabdoid cancer - Embryonic development"	"Cluster 6: Late spermatids - Spermatogenesis"	"Cell Junctions"	Cytosol	"HPA043061: AB_2678299, HPA065309: AB_2685462"	"unprognostic (1.46e-1)"	"unprognostic (8.10e-3)"	"unprognostic (9.66e-3)"	"unprognostic (1.18e-4)"	"unprognostic (2.79e-1)"	"unprognostic (6.37e-2)"	"unprognostic (1.46e-1)"	"unprognostic (1.17e-1)"	"unprognostic (1.13e-1)"	"unprognostic (1.75e-1)"	"unprognostic (1.98e-1)"	"unprognostic (7.74e-2)"	"unprognostic (1.09e-2)"	"unprognostic (2.83e-2)"	"unprognostic (8.27e-2)"	"unprognostic (5.41e-2)"	"unprognostic (1.51e-1)"
SAPCD1	"C6orf26, NG23"	ENSG00000228727	"Suppressor APC domain containing 1"	Q5SSQ6	6	31762996-31764851	"Metabolic proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"skin 1: 28.3"	"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in some"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Skin - Keratinocyte (granular)"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA071699			Approved	"Vesicles,Cell Junctions"		NA	NA				"Cluster 31: Skin - Epidermis development"	"Cluster 17: RS4;11 - Unknown function"	"Cluster 61: Non-specific - Transcription"	Vesicles	"Cell Junctions"	"HPA071699: AB_2686433"	"unprognostic (9.25e-4)"	"unprognostic (1.32e-1)"	"unprognostic (3.41e-2)"	"unprognostic (3.28e-1)"	"unprognostic (9.34e-2)"	"unprognostic (8.02e-4)"	"unprognostic (1.63e-2)"	"unprognostic (3.80e-2)"	"unprognostic (2.01e-1)"	"unprognostic (8.16e-3)"	"unprognostic (1.56e-2)"	"unprognostic (2.25e-1)"	"unprognostic (8.15e-10)"	"unprognostic (2.65e-2)"	"unprognostic (4.45e-1)"	"unprognostic (3.57e-1)"	"unprognostic (7.98e-5)"
SCAMP1	SCAMP37	ENSG00000085365	"Secretory carrier membrane protein 1"	O15126	5	78360611-78480739	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Cone photoreceptor cells: 191.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA044753, CAB079009"		Supported	Uncertain	"Nucleoplasm,Vesicles,Cell Junctions"		NA	NA			"Cluster 34: Basophils - Unknown function"	"Cluster 29: Non-specific - Vesicular transport"	"Cluster 47: Retina - Visual perception"	"Cluster 44: Photoreceptor cells - Visual perception"	"Cell Junctions"	"Nucleoplasm, Vesicles"	"CAB079009: , HPA044753: "	"unprognostic (8.25e-2)"	"unprognostic (3.65e-2)"	"unprognostic (1.40e-3)"	"unprognostic (5.34e-3)"	"unprognostic (2.60e-1)"	"unprognostic (2.57e-3)"	"unprognostic (5.51e-2)"	"unprognostic (3.43e-2)"	"unprognostic (1.31e-1)"	"unprognostic (8.23e-3)"	"unprognostic (2.35e-2)"	"unprognostic (2.56e-1)"	"prognostic favorable (1.92e-4)"	"unprognostic (8.44e-3)"	"unprognostic (7.56e-2)"	"unprognostic (3.12e-2)"	"unprognostic (4.99e-2)"
SCHIP1	SCHIP-1	ENSG00000151967	"Schwannomin interacting protein 1"	P0DPB3	3	159839861-159897360	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	6	"brain: 81.0;choroid plexus: 28.9;heart muscle: 80.4;skeletal muscle: 101.3;tongue: 92.8"	"Cell type enhanced"	"Detected in many"		"Cardiomyocytes: 23.3;Horizontal cells: 12.8;Skeletal myocytes: 39.6"	"Cancer enriched"	"Detected in single"	7	"glioma: 2.9"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"plasmacytoid DC: 6.9"	"Group enriched"	"Detected in many"	46	"dendritic cells: 6.9;granulocytes: 2.1"	"Cancer enriched"	"Detected in many"	8	"Neuroblastoma: 52.9"										"HPA003243, HPA069824"	Uncertain		Approved	"Nucleoplasm,Nuclear bodies,Plasma membrane,Cell Junctions,Cytosol"		NA	NA			"Cluster 3: Plasmacytoid DCs - Unknown function"	"Cluster 80: Striated muscle - Unknown function"	"Cluster 7: Neuronal cell lines - Stereocilium"	"Cluster 77: Cardiomyocytes - Muscle contraction"	"Plasma membrane, Cell Junctions, Cytosol"	"Nucleoplasm, Nuclear bodies"	"HPA003243: AB_1079877, HPA069824: AB_2732142"	"unprognostic (1.07e-1)"	"unprognostic (3.27e-2)"	"unprognostic (1.37e-2)"	"unprognostic (2.36e-5)"	"prognostic favorable (2.80e-4)"	"unprognostic (6.25e-2)"	"unprognostic (4.56e-3)"	"unprognostic (1.11e-1)"	"unprognostic (7.81e-2)"	"unprognostic (1.38e-1)"	"unprognostic (6.45e-3)"	"unprognostic (4.67e-2)"	"unprognostic (2.12e-1)"	"unprognostic (4.66e-4)"	"unprognostic (2.30e-1)"	"unprognostic (4.52e-2)"	"unprognostic (4.96e-1)"
SCN8A	"CerIII, CIAT, MED, NaCh6, Nav1.6, PN4"	ENSG00000196876	"Sodium voltage-gated channel alpha subunit 8"	Q9UQD0	12	51590266-51812864	"Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels"	"Ion transport, Sodium transport, Transport"	"Ion channel, Sodium channel, Voltage-gated channel"	"Disease variant, Epilepsy, FDA approved drug targets, Intellectual disability"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enriched"	"Detected in some"	4	"brain: 35.0"	"Group enriched"	"Detected in many"	4	"Excitatory neurons: 331.9;Inhibitory neurons: 274.1;Oligodendrocyte precursor cells: 100.1"	"Low cancer specificity"	"Detected in some"			"Region enhanced"	"Detected in many"		"cerebral cortex: 35.0"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Liver - Hepatocytes, Testis - Spermatogonia"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB022169, HPA043937, HPA073590"			Approved	"Vesicles,Plasma membrane,Cell Junctions"		NA	NA				"Cluster 10: Brain - Neuronal signaling"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 38: Neurons - Neuronal signaling"	"Plasma membrane"	"Vesicles, Cell Junctions"	"CAB022169: , HPA043937: , HPA073590: "	"unprognostic (2.96e-2)"	"unprognostic (8.49e-2)"	"unprognostic (6.93e-2)"	"unprognostic (3.52e-6)"	"unprognostic (8.13e-2)"	"unprognostic (1.51e-2)"	"unprognostic (1.16e-1)"	"unprognostic (7.77e-2)"	"unprognostic (5.44e-2)"	"unprognostic (1.16e-1)"	"unprognostic (4.73e-4)"	"unprognostic (1.69e-2)"	"unprognostic (1.29e-5)"	"unprognostic (4.38e-1)"	"unprognostic (1.56e-1)"	"unprognostic (2.37e-1)"	"unprognostic (4.75e-2)"
SCRIB	"KIAA0147, SCRB1, Vartul"	ENSG00000180900	"Scribble planar cell polarity protein"	Q14160	8	143790920-143815773	"Disease related genes, Predicted intracellular proteins"	"Differentiation, Host-virus interaction, Inhibition of host innate immune response by virus, Inhibition of host interferon signaling pathway by virus, Inhibition of host STAT1 by virus, Inhibition of host STAT2 by virus, Viral immunoevasion"	"Developmental protein"	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"esophagus: 100.5"	"Low cell type specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB015463, CAB022081, HPA023557, HPA064312"	Supported		Enhanced	"Nucleoplasm,Plasma membrane,Cell Junctions,Rods & Rings"		NA	NA			"Cluster 16: MAIT-cells - Unknown function"	"Cluster 11: Squamous epithelial cells - Epithelial cell function"	"Cluster 25: Non-specific - Basic cellular processes"	"Cluster 3: Suprabasal keratinocytes - Cornification"	"Plasma membrane, Cell Junctions"	"Nucleoplasm, Rods & Rings"	"CAB015463: AB_2238926, CAB022081: , HPA023557: AB_2671238, HPA064312: AB_2685242"	"unprognostic (1.24e-1)"	"unprognostic (1.94e-2)"	"unprognostic (7.78e-2)"	"unprognostic (8.95e-2)"	"unprognostic (3.77e-1)"	"unprognostic (3.96e-2)"	"unprognostic (1.14e-3)"	"unprognostic (1.86e-2)"	"unprognostic (2.46e-1)"	"unprognostic (2.56e-1)"	"unprognostic (8.22e-2)"	"unprognostic (1.87e-1)"	"unprognostic (2.16e-3)"	"unprognostic (3.46e-3)"	"unprognostic (1.99e-1)"	"unprognostic (1.10e-1)"	"unprognostic (1.83e-1)"
SEMA4B	"KIAA1745, MGC131831, SEMAC, SemC"	ENSG00000185033	"Semaphorin 4B"	Q9NPR2	15	90160604-90229679	"Predicted intracellular proteins, Predicted membrane proteins"	"Differentiation, Neurogenesis"	"Developmental protein"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"esophagus: 124.4"	"Cell type enhanced"	"Detected in many"		"Extravillous trophoblasts: 81.1"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	4	"memory B-cell: 16.9;naive B-cell: 14.9;neutrophil: 5.1"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Breast - Breast glandular cells, Prostate - Urothelial cells, Skin - Keratinocyte (other)"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA013372	Approved		Approved	"Nucleoplasm,Vesicles,Cell Junctions"		NA	NA		61000000	"Cluster 19: B-cells - Humoral immune response"	"Cluster 84: Esophagus - Epithelial cell function"	"Cluster 68: Kidney - Mixed function"	"Cluster 22: Squamous epithelial cells - Keratinization"	"Cell Junctions"	"Nucleoplasm, Vesicles"	"HPA013372: AB_1856670"	"unprognostic (3.33e-2)"	"unprognostic (5.96e-2)"	"unprognostic (2.23e-2)"	"unprognostic (2.50e-2)"	"unprognostic (7.78e-2)"	"unprognostic (4.48e-2)"	"unprognostic (6.34e-3)"	"prognostic unfavorable (1.25e-4)"	"unprognostic (2.04e-1)"	"unprognostic (9.31e-2)"	"unprognostic (1.58e-3)"	"unprognostic (4.67e-2)"	"prognostic unfavorable (3.33e-8)"	"unprognostic (1.66e-1)"	"unprognostic (1.23e-2)"	"unprognostic (3.57e-2)"	"unprognostic (7.09e-2)"
SHKBP1	"PP203, Sb1"	ENSG00000160410	"SH3KBP1 binding protein 1"	Q8TBC3	19	40576853-40591399	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"lymphoid tissue: 127.1"	"Cell type enhanced"	"Detected in all"		"Hofbauer cells: 98.3;monocytes: 97.3"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Lung - Neutrophil_2"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA041887	Uncertain		Approved	"Cell Junctions"		NA	NA			"Cluster 8: Neutrophils - Inflammatory response"	"Cluster 64: Macrophages - Immune response"	"Cluster 10: Ovarian & Endometrial cancers - Unknown function"	"Cluster 33: Macrophages - Degranulation"	"Cell Junctions"		"HPA041887: AB_10794639"	"unprognostic (1.26e-1)"	"unprognostic (7.55e-2)"	"unprognostic (1.38e-1)"	"unprognostic (4.52e-2)"	"unprognostic (8.24e-2)"	"unprognostic (9.14e-2)"	"unprognostic (1.66e-3)"	"unprognostic (3.53e-2)"	"unprognostic (6.98e-2)"	"unprognostic (6.69e-3)"	"unprognostic (1.42e-1)"	"unprognostic (6.87e-2)"	"unprognostic (5.29e-2)"	"unprognostic (6.15e-2)"	"unprognostic (2.67e-1)"	"unprognostic (1.65e-1)"	"unprognostic (8.64e-2)"
SHROOM2	APXL	ENSG00000146950	"Shroom family member 2"	Q13796	X	9786429-9949443	"Plasma proteins, Predicted intracellular proteins"		"Actin-binding, Developmental protein"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"retina: 20.8"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 25.6;Cone photoreceptor cells: 29.3;Microglial cells: 23.7;Peritubular cells: 86.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"testis cancer: 18.6"	"Prostate - Prostate glandular cells, Skeletal muscle - Endothelial cells"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA051646	Approved		Approved	"Plasma membrane,Cell Junctions,Cytosol"		No	No				"Cluster 77: Retina - Visual perception"	"Cluster 33: Skin cancer - Membrane components"	"Cluster 44: Photoreceptor cells - Visual perception"	"Plasma membrane, Cell Junctions"	Cytosol	"HPA051646: AB_2681562"	"unprognostic (8.65e-3)"	"unprognostic (1.36e-3)"	"unprognostic (4.68e-2)"	"unprognostic (4.06e-2)"	"unprognostic (6.99e-3)"	"unprognostic (8.05e-2)"	"unprognostic (9.96e-2)"	"unprognostic (1.28e-1)"	"unprognostic (2.51e-1)"	"unprognostic (6.54e-2)"	"unprognostic (2.82e-2)"	"unprognostic (9.73e-2)"	"prognostic favorable (1.35e-7)"	"unprognostic (1.56e-1)"	"unprognostic (3.34e-1)"	"unprognostic (1.93e-1)"	"unprognostic (7.67e-3)"
SLC16A1	"MCT, MCT1"	ENSG00000155380	"Solute carrier family 16 member 1"	P53985	1	112911847-112957593	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters"	"Symport, Transport"		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Cardiomyocytes: 151.1;Cone photoreceptor cells: 153.4;Granulosa cells: 341.7;Muller glia cells: 169.9;Rod photoreceptor cells: 338.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"T-reg: 6.1"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Mesothelial cells, Colon - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA003324, CAB017489, HPA071055, CAB079035"	Enhanced	Supported	Enhanced	"Plasma membrane,Cell Junctions"		NA	NA			"Cluster 4: T-regs - Cell cycle regulation"	"Cluster 39: Non-specific - Mitochondria"	"Cluster 6: BEWO - Unknown function"	"Cluster 17: Granulosa cells - Transcription regulation"	"Plasma membrane, Cell Junctions"		"CAB017489: AB_2189197, CAB079035: , HPA003324: AB_1856982, HPA071055: AB_2686337"	"unprognostic (1.19e-1)"	"unprognostic (1.61e-2)"	"unprognostic (2.97e-1)"	"prognostic unfavorable (8.37e-6)"	"unprognostic (1.53e-1)"	"unprognostic (2.89e-2)"	"unprognostic (2.15e-3)"	"prognostic unfavorable (4.05e-4)"	"unprognostic (6.92e-2)"	"unprognostic (6.31e-3)"	"prognostic unfavorable (2.10e-4)"	"unprognostic (1.18e-1)"	"prognostic unfavorable (6.78e-8)"	"unprognostic (1.30e-1)"	"unprognostic (2.31e-1)"	"unprognostic (1.04e-2)"	"unprognostic (1.53e-3)"
SLC16A10	"MCT10, TAT1"	ENSG00000112394	"Solute carrier family 16 member 10"	Q8TF71	6	111087503-111231194	"Metabolic proteins, Predicted membrane proteins, Transporters"	Transport			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"choroid plexus: 53.7;skeletal muscle: 41.2"	"Cell type enhanced"	"Detected in many"		"Inhibitory neurons: 46.7;Macrophages: 35.3;Melanocytes: 67.9;Skeletal myocytes: 90.1"	"Cancer enriched"	"Detected in many"	6	"testis cancer: 4.5"	"Low region specificity"	"Detected in many"			"Immune cell enhanced"	"Detected in some"		"naive CD4 T-cell: 1.7;T-reg: 1.6"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Kidney - Proximal tubular cells, Stomach - Chief cells, Testis - Spermatocytes"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			HPA016860	Approved		Supported	"Vesicles,Cell Junctions"		NA	NA			"Cluster 20: T-cells - T-cell receptor"	"Cluster 13: Striated muscle - Muscle contraction"	"Cluster 7: Neuronal cell lines - Stereocilium"	"Cluster 75: Myeloid cells - Innate immune response"	"Vesicles, Cell Junctions"		"HPA016860: AB_2189211"	"unprognostic (2.03e-1)"	"unprognostic (2.08e-1)"	"unprognostic (6.11e-2)"	"unprognostic (3.56e-4)"	"unprognostic (2.24e-1)"	"unprognostic (2.15e-1)"	"unprognostic (1.64e-1)"	"unprognostic (1.89e-1)"	"unprognostic (1.86e-3)"	"unprognostic (5.22e-1)"	"unprognostic (1.74e-2)"	"unprognostic (1.06e-1)"	"unprognostic (1.10e-3)"	"unprognostic (2.73e-1)"	"unprognostic (1.60e-1)"	"unprognostic (1.33e-1)"	"unprognostic (1.91e-1)"
