Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
SMURF1	KIAA1625	ENSG00000198742	"SMAD specific E3 ubiquitin protein ligase 1"	Q9HCE7	7	99027440-99144108	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Differentiation, Ubl conjugation pathway"	Transferase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 98.6;Inhibitory neurons: 75.3;Microglial cells: 87.6;Oligodendrocytes: 200.0"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Testis - Early spermatids, Testis - Spermatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA019671, HPA055245"	Approved		Approved	Nucleoplasm,Vesicles		NA	NA				"Cluster 72: Non-specific - Transcription"	"Cluster 31: Non-specific - Transcription"	"Cluster 8: Oligodendrocytes - Myelin sheath organization"	Vesicles	Nucleoplasm	"HPA019671: , HPA055245: AB_2682757"	"unprognostic (2.21e-1)"	"unprognostic (6.15e-2)"	"unprognostic (8.88e-2)"	"unprognostic (1.04e-1)"	"unprognostic (1.96e-2)"	"unprognostic (1.42e-1)"	"unprognostic (1.29e-1)"	"unprognostic (1.73e-1)"	"unprognostic (2.00e-1)"	"unprognostic (2.15e-2)"	"unprognostic (3.92e-3)"	"unprognostic (2.58e-1)"	"unprognostic (1.46e-1)"	"unprognostic (7.83e-2)"	"unprognostic (1.68e-1)"	"unprognostic (3.81e-1)"	"unprognostic (4.62e-2)"
SMYD4	"KIAA1936, ZMYND21"	ENSG00000186532	"SET and MYND domain containing 4"	Q8IYR2	17	1779485-1830634	"Predicted intracellular proteins, Predicted membrane proteins"		"Methyltransferase, Transferase"	"Disease variant"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enriched"	"Detected in all"	4	"Skeletal myocytes: 137.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Liver - Vascular Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA030059	Uncertain		Approved	"Nucleoplasm,Golgi apparatus,Vesicles,Cytosol"		NA	NA			"Cluster 38: Basophils - Unknown function"	"Cluster 13: Striated muscle - Muscle contraction"	"Cluster 49: Non-specific - Unknown function"	"Cluster 64: Non-specific - Transcription"	"Golgi apparatus, Vesicles"	"Nucleoplasm, Cytosol"	"HPA030059: AB_2191728"	"unprognostic (1.45e-1)"	"unprognostic (2.48e-1)"	"unprognostic (2.47e-1)"	"unprognostic (4.23e-2)"	"unprognostic (1.13e-2)"	"unprognostic (3.66e-2)"	"unprognostic (4.03e-2)"	"unprognostic (1.04e-1)"	"unprognostic (1.79e-2)"	"unprognostic (4.95e-2)"	"unprognostic (1.83e-3)"	"unprognostic (9.26e-3)"	"unprognostic (3.63e-2)"	"unprognostic (1.33e-2)"	"unprognostic (7.35e-2)"	"unprognostic (1.52e-1)"	"unprognostic (1.18e-1)"
SNAP25	"bA416N4.2, dJ1068F16.2, RIC-4, RIC4, SEC9, SNAP, SNAP-25"	ENSG00000132639	"Synaptosome associated protein 25"	P60880	20	10218830-10307418	"Disease related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins, Transporters"			"Congenital myasthenic syndrome, Disease variant, FDA approved drug targets, Intellectual disability"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	20	"brain: 1658.7;retina: 492.0"	"Cell type enhanced"	"Detected in many"		"Bipolar cells: 466.1;Cone photoreceptor cells: 315.4;Excitatory neurons: 1001.9;Horizontal cells: 240.3;Inhibitory neurons: 539.9"	"Cancer enriched"	"Detected in many"	4	"glioma: 28.9"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Neuroblastoma: 54.3"	"Colon - Colon enteroendocrine cells, Pancreas - Alpha cells, Pancreas - Beta cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB000360, HPA001830, HPA071013"	Enhanced	Supported	Approved	"Vesicles,Plasma membrane"		NA	NA		9000		"Cluster 6: Brain - Smell perception"	"Cluster 29: TT & NCI-H1385 - Synaptic signal transduction"	"Cluster 38: Neurons - Neuronal signaling"	"Plasma membrane"	Vesicles	"CAB000360: AB_2286342, HPA001830: AB_1080039, HPA071013: "	"unprognostic (1.64e-3)"	"unprognostic (7.26e-3)"	"unprognostic (4.36e-2)"	"unprognostic (2.49e-7)"	"unprognostic (6.86e-3)"	"unprognostic (5.87e-3)"	"unprognostic (1.15e-2)"	"unprognostic (9.94e-2)"	"unprognostic (3.13e-1)"	"unprognostic (5.82e-3)"	"unprognostic (4.80e-3)"	"unprognostic (8.06e-2)"	"unprognostic (1.09e-1)"	"unprognostic (6.18e-3)"	"unprognostic (2.48e-1)"	"unprognostic (6.28e-3)"	"unprognostic (1.02e-2)"
SNRK	"FLJ20224, HSNFRK, KIAA0096"	ENSG00000163788	"SNF related kinase"	Q9NRH2	3	43286512-43424764	"Enzymes, Predicted intracellular proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Endothelial cells: 93.7"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Endothelial cells, Breast - Endothelial cells, Heart muscle - Endothelial cells, Kidney - Endothelial cells, Prostate - Endothelial cells, Skeletal muscle - Endothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA042163	Uncertain		Approved	"Nucleoplasm,Vesicles,Plasma membrane,Cell Junctions"		NA	NA			"Cluster 9: Neutrophils - Innate immune response"	"Cluster 40: Neutrophils - Inflammatory response"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 66: Endothelial cells - Angiogenesis"	"Vesicles, Plasma membrane, Cell Junctions"	Nucleoplasm	"HPA042163: AB_10794645"	"prognostic favorable (9.28e-4)"	"unprognostic (8.46e-2)"	"unprognostic (2.79e-3)"	"unprognostic (6.41e-2)"	"unprognostic (1.14e-1)"	"unprognostic (1.16e-3)"	"unprognostic (2.00e-2)"	"unprognostic (1.08e-1)"	"unprognostic (2.63e-3)"	"unprognostic (4.25e-1)"	"unprognostic (2.32e-1)"	"unprognostic (4.68e-2)"	"prognostic favorable (9.41e-5)"	"unprognostic (9.21e-3)"	"unprognostic (2.04e-1)"	"unprognostic (7.06e-3)"	"unprognostic (7.38e-2)"
SNX11		ENSG00000002919	"Sorting nexin 11"	Q9Y5W9	17	48103357-48123601	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA044787, HPA054660"	Approved		Approved	"Endoplasmic reticulum,Vesicles"		NA	NA			"Cluster 8: Neutrophils - Inflammatory response"	"Cluster 32: Brain & Lymphoid tissue - Unknown function"	"Cluster 9: Lymphoid cancers - Immune response"	"Cluster 33: Macrophages - Degranulation"	"Endoplasmic reticulum"	Vesicles	"HPA044787: AB_10795988, HPA054660: AB_2682560"	"unprognostic (1.75e-1)"	"unprognostic (6.86e-3)"	"unprognostic (4.34e-2)"	"unprognostic (4.33e-3)"	"unprognostic (2.45e-1)"	"unprognostic (1.54e-1)"	"unprognostic (2.68e-3)"	"unprognostic (2.07e-1)"	"unprognostic (9.27e-2)"	"unprognostic (2.15e-1)"	"unprognostic (5.42e-2)"	"unprognostic (2.12e-1)"	"unprognostic (5.22e-3)"	"unprognostic (9.02e-3)"	"unprognostic (2.70e-2)"	"unprognostic (9.50e-2)"	"unprognostic (3.89e-2)"
SNX14	RGS-PX2	ENSG00000135317	"Sorting nexin 14"	Q9Y5W7	6	85505496-85594156	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Protein transport, Transport"		"Disease variant, Intellectual disability, Neurodegeneration, Spinocerebellar ataxia"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Spermatocytes: 151.4"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids, Testis - Spermatocytes, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA017639	Approved		Supported	Vesicles,Cytosol		NA	NA			"Cluster 45: Eosinophils - Innate immune response"	"Cluster 68: Epididymis - Unknown function"	"Cluster 15: Non-specific - Protein binding"	"Cluster 18: Non-specific - Mixed function"	"Vesicles, Cytosol"		"HPA017639: AB_1857345"	"unprognostic (1.16e-2)"	"unprognostic (3.29e-2)"	"unprognostic (2.19e-2)"	"unprognostic (1.52e-2)"	"unprognostic (5.23e-2)"	"prognostic unfavorable (2.78e-4)"	"unprognostic (1.92e-2)"	"unprognostic (3.45e-2)"	"unprognostic (4.60e-1)"	"unprognostic (1.57e-2)"	"unprognostic (3.14e-2)"	"unprognostic (2.37e-2)"	"unprognostic (1.10e-3)"	"unprognostic (1.02e-1)"	"unprognostic (1.38e-1)"	"unprognostic (1.87e-3)"	"unprognostic (4.72e-3)"
SNX15		ENSG00000110025	"Sorting nexin 15"	Q9NRS6	11	65027439-65040572	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in some"		"Distal enterocytes: 3.4;Ductal cells: 3.0;Enteroendocrine cells: 3.1;Exocrine glandular cells: 3.7;Pancreatic endocrine cells: 3.4;Paneth cells: 4.6;Proximal enterocytes: 4.0;Schwann cells: 4.5"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA038955	Approved		Approved	"Nucleoli,Vesicles,Plasma membrane,Cytosol"		NA	NA			"Cluster 27: Non-specific - Gene expression"	"Cluster 80: Striated muscle - Unknown function"	"Cluster 58: Non-specific - Basic cellular processes"	"Cluster 61: Non-specific - Transcription"	"Nucleoli, Cytosol"	"Vesicles, Plasma membrane"	"HPA038955: AB_10672834"	"unprognostic (2.00e-2)"	"unprognostic (4.90e-2)"	"unprognostic (3.93e-1)"	"unprognostic (9.61e-4)"	"unprognostic (2.79e-1)"	"unprognostic (4.06e-3)"	"unprognostic (4.45e-3)"	"unprognostic (4.74e-2)"	"unprognostic (1.09e-1)"	"unprognostic (9.55e-2)"	"unprognostic (8.93e-3)"	"unprognostic (1.79e-2)"	"unprognostic (8.84e-2)"	"unprognostic (7.86e-2)"	"unprognostic (2.93e-2)"	"unprognostic (1.88e-1)"	"unprognostic (2.68e-4)"
SNX16		ENSG00000104497	"Sorting nexin 16"	P57768	8	81799581-81842866	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Early spermatids: 85.0;Late spermatids: 139.8;Spermatocytes: 74.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA024730, HPA024731, HPA024817"	Approved		Supported	Vesicles		NA	NA			"Cluster 46: Basophils - DNA binding"	"Cluster 71: Testis - DNA repair"	"Cluster 25: Non-specific - Basic cellular processes"	"Cluster 51: Late spermatids - Spermatogenesis"	Vesicles		"HPA024730: AB_10600220, HPA024731: AB_1857346, HPA024817: AB_10602313"	"unprognostic (5.50e-2)"	"unprognostic (3.20e-2)"	"unprognostic (1.40e-1)"	"unprognostic (8.41e-3)"	"unprognostic (3.21e-3)"	"unprognostic (7.54e-3)"	"unprognostic (1.24e-3)"	"unprognostic (1.33e-1)"	"unprognostic (2.12e-1)"	"unprognostic (2.18e-1)"	"unprognostic (3.94e-2)"	"unprognostic (1.43e-1)"	"unprognostic (5.73e-3)"	"unprognostic (7.60e-3)"	"unprognostic (2.30e-1)"	"unprognostic (1.35e-1)"	"unprognostic (3.65e-1)"
SNX17	KIAA0064	ENSG00000115234	"Sorting nexin 17"	Q15036	2	27370496-27377535	"Predicted intracellular proteins, Transporters"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA043867	Supported		Enhanced	Vesicles,Cytosol		No	No			"Cluster 12: Non-specific - Basic cellular processes"	"Cluster 72: Non-specific - Transcription"	"Cluster 45: Non-specific - Cell proliferation"	"Cluster 28: Cytotrophoblasts - Unknown function"	Vesicles	Cytosol	"HPA043867: AB_10961129"	"unprognostic (2.57e-1)"	"unprognostic (7.14e-3)"	"unprognostic (1.26e-1)"	"unprognostic (2.61e-2)"	"unprognostic (1.03e-1)"	"unprognostic (2.32e-1)"	"unprognostic (1.06e-3)"	"unprognostic (1.86e-1)"	"unprognostic (4.73e-2)"	"unprognostic (4.38e-2)"	"unprognostic (1.04e-2)"	"unprognostic (9.25e-2)"	"unprognostic (1.33e-1)"	"unprognostic (6.20e-2)"	"unprognostic (1.37e-1)"	"unprognostic (2.39e-1)"	"unprognostic (6.32e-3)"
SNX21	"C20orf161, dJ337O18.4, SNX-L"	ENSG00000124104	"Sorting nexin family member 21"	Q969T3	20	45833799-45843276	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in many"			"Cell type enhanced"	"Detected in many"		"Theca cells: 48.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	6	"basophil: 2.8;classical monocyte: 1.6;eosinophil: 4.8;intermediate monocyte: 2.6;non-classical monocyte: 2.0"	"Group enriched"	"Detected in many"	8	"granulocytes: 4.8;monocytes: 2.6"	"Low cancer specificity"	"Detected in many"			"Breast - Fibroblasts"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA046359	Approved		Approved	"Vesicles,Centriolar satellite"		NA	NA			"Cluster 52: Eosinophils - Transcription"	"Cluster 31: Skin - Epidermis development"	"Cluster 3: HUVEC & TIME - Signal transduction"	"Cluster 65: Fibroblasts - ECM organization"	Vesicles	"Centriolar satellite"	"HPA046359: AB_10963216"	"unprognostic (1.97e-1)"	"unprognostic (1.84e-1)"	"unprognostic (1.42e-1)"	"unprognostic (1.27e-1)"	"unprognostic (4.16e-2)"	"unprognostic (1.17e-1)"	"unprognostic (1.22e-1)"	"unprognostic (1.24e-2)"	"unprognostic (2.33e-1)"	"unprognostic (5.71e-2)"	"unprognostic (4.96e-2)"	"unprognostic (1.44e-1)"	"unprognostic (1.48e-1)"	"unprognostic (2.26e-1)"	"unprognostic (1.46e-1)"	"unprognostic (1.33e-2)"	"unprognostic (2.18e-1)"
SNX22	FLJ13952	ENSG00000157734	"Sorting nexin 22"	Q96L94	15	64151715-64157481	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 16.8;thyroid gland: 38.7"	"Group enriched"	"Detected in many"	4	"Alveolar cells type 1: 70.1;B-cells: 39.3;Erythroid cells: 92.0;Oligodendrocyte precursor cells: 91.5"	"Cancer enriched"	"Detected in many"	7	"thyroid cancer: 47.7"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	5	"memory B-cell: 3.3;naive B-cell: 6.1"	"Lineage enriched"	"Detected in many"	6	"B-cells: 6.1"	"Cancer enhanced"	"Detected in some"		"lymphoma: 6.1"	"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA038470			Approved	Nucleoplasm,Vesicles		NA	NA			"Cluster 21: B-cells - Adaptive immune response"	"Cluster 69: Cerebellum - Gene expression regulation"	"Cluster 64: Lymphoma - Humoral immune response"	"Cluster 71: Erythroid cells - Oxygen transport"	Vesicles	Nucleoplasm	"HPA038470: AB_10673174"	"prognostic favorable (2.89e-5)"	"unprognostic (8.93e-3)"	"unprognostic (2.89e-1)"	"unprognostic (3.55e-2)"	"unprognostic (3.24e-1)"	"unprognostic (5.38e-3)"	"unprognostic (2.29e-1)"	"unprognostic (3.05e-2)"	"unprognostic (1.94e-1)"	"unprognostic (5.29e-2)"	"unprognostic (2.28e-3)"	"unprognostic (1.09e-1)"	"unprognostic (1.27e-4)"	"unprognostic (3.92e-1)"	"unprognostic (2.52e-1)"	"prognostic favorable (2.19e-4)"	"unprognostic (1.74e-2)"
SNX24	SBBI31	ENSG00000064652	"Sorting nexin 24"	Q9Y343	5	122843439-123029354	"Predicted intracellular proteins"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Late spermatids: 106.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"non-classical monocyte: 3.2"	"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA044566, HPA073934"	Approved		Approved	Vesicles		NA	NA			"Cluster 7: Monocytes - Unknown function"	"Cluster 27: Brain & Skin - Unknown function"	"Cluster 33: Skin cancer - Membrane components"	"Cluster 69: Macrophages - Innate immune response"	Vesicles		"HPA044566: AB_10797034, HPA073934: AB_2686644"	"unprognostic (2.63e-1)"	"unprognostic (2.50e-1)"	"unprognostic (2.73e-1)"	"prognostic unfavorable (7.93e-6)"	"unprognostic (2.31e-2)"	"unprognostic (1.73e-1)"	"prognostic unfavorable (8.88e-4)"	"unprognostic (1.37e-1)"	"unprognostic (1.61e-1)"	"unprognostic (3.42e-1)"	"unprognostic (5.77e-2)"	"unprognostic (3.69e-2)"	"prognostic favorable (1.28e-4)"	"unprognostic (2.03e-1)"	"unprognostic (1.10e-1)"	"unprognostic (6.94e-2)"	"unprognostic (1.50e-2)"
SNX25	SBBI31	ENSG00000109762	"Sorting nexin 25"	Q9H3E2	4	185204237-185370185	"Cancer-related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Protein transport, Transport"		"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Alveolar cells type 2: 89.7;Astrocytes: 49.0;Excitatory neurons: 56.8;Inhibitory neurons: 59.2;Oligodendrocyte precursor cells: 52.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"naive B-cell: 1.0"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"			"Lung - Alveolar cells type 2"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA036928			Supported	Vesicles		NA	NA			"Cluster 43: B-cells - Humoral immune response"	"Cluster 77: Retina - Visual perception"	"Cluster 20: Connective tissue cells - ECM organization"	"Cluster 41: Alveolar cells - Lung function"	Vesicles		"HPA036928: AB_10669720"	"unprognostic (9.20e-2)"	"unprognostic (1.31e-1)"	"unprognostic (2.26e-1)"	"unprognostic (4.29e-3)"	"unprognostic (8.89e-2)"	"unprognostic (5.63e-2)"	"unprognostic (1.43e-2)"	"unprognostic (6.41e-2)"	"unprognostic (5.35e-2)"	"unprognostic (2.99e-2)"	"unprognostic (4.03e-3)"	"unprognostic (1.87e-1)"	"unprognostic (3.33e-1)"	"unprognostic (1.13e-1)"	"unprognostic (1.57e-1)"	"unprognostic (1.32e-2)"	"unprognostic (8.55e-3)"
SNX27	"KIAA0488, MGC20471, MY014"	ENSG00000143376	"Sorting nexin 27"	Q96L92	1	151612006-151699091	"Plasma proteins, Predicted intracellular proteins, Transporters"	"Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"Cardiomyocytes: 175.6"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in all"	5	"basophil: 21.4;classical monocyte: 35.8;intermediate monocyte: 30.8;myeloid DC: 16.3;neutrophil: 40.4;non-classical monocyte: 35.4"	"Group enriched"	"Detected in all"	5	"dendritic cells: 16.3;granulocytes: 40.4;monocytes: 35.8"	"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA028551			Supported	Vesicles,Cytosol		NA	NA			"Cluster 8: Neutrophils - Inflammatory response"	"Cluster 70: Brain - Nervous system development"	"Cluster 18: Non-specific - RNA binding"	"Cluster 77: Cardiomyocytes - Muscle contraction"	Vesicles	Cytosol	"HPA028551: "	"unprognostic (3.35e-1)"	"unprognostic (4.76e-1)"	"unprognostic (1.38e-1)"	"unprognostic (2.13e-2)"	"unprognostic (2.79e-2)"	"unprognostic (3.42e-1)"	"unprognostic (2.41e-2)"	"unprognostic (1.48e-2)"	"unprognostic (1.78e-1)"	"unprognostic (1.96e-1)"	"unprognostic (5.92e-2)"	"unprognostic (1.63e-1)"	"unprognostic (5.45e-2)"	"unprognostic (2.81e-1)"	"unprognostic (4.15e-1)"	"unprognostic (7.30e-2)"	"unprognostic (1.04e-1)"
SNX5		ENSG00000089006	"Sorting nexin 5"	Q9Y5X3	20	17941597-17968980	"Predicted intracellular proteins"	"Endocytosis, Host-virus interaction, Protein transport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB020679, HPA051187, HPA076450"	Approved		Supported	Vesicles,Cytosol		NA	NA		8200	"Cluster 23: Antigen presenting cells - Antigen presentation"	"Cluster 18: Non-specific - Mitochondria"	"Cluster 35: Liver cancer - Metabolism"	"Cluster 60: Proximal tubular cells - Absorption"	"Vesicles, Cytosol"		"CAB020679: , HPA051187: AB_2681379, HPA076450: "	"unprognostic (6.00e-2)"	"unprognostic (2.35e-1)"	"unprognostic (3.08e-2)"	"unprognostic (4.00e-2)"	"unprognostic (4.47e-2)"	"unprognostic (5.71e-2)"	"prognostic unfavorable (2.30e-10)"	"unprognostic (1.67e-1)"	"unprognostic (6.19e-2)"	"unprognostic (1.69e-1)"	"unprognostic (2.62e-2)"	"unprognostic (1.56e-1)"	"unprognostic (1.77e-1)"	"unprognostic (3.15e-2)"	"unprognostic (6.50e-2)"	"unprognostic (3.48e-2)"	"unprognostic (2.99e-1)"
